food_name|serving_size|serving_size_unit|description|energy|energy_unit|protein|protein_unit|total_fat|total_fat_unit|saturated_fat|saturated_fat_unit|dietary_fibre|dietary_fibre_unit|carbohydrate|carbohydrate_unit|cholesterol|cholesterol_unit|sodium|sodium_unit
Sea cucumber, soaked|337|g|Raw sea cucumber|90.99|kcal|21.57|g|0.34|g|0.07|g|||0.34|g|||138.17|mg
Sea moss|100|g||246|kcal|22.8|g|0.8|g|||21.9|g|36.8|g|||103|mg
Sea pike, blunt jawed, raw|212|g||106.98|kcal|24.59|g|0.98|g|0.04|g|||||95.91|mg|116.81|mg
Seafood Paella|617|g|Rice, vegetables, mussels, prawns, squid rings, fish cubes, chilli sauce and chicken|684.87|kcal|37.64|g|23.75|g|5.86|g|17.28|g|80.21|g|||2616.08|mg
Seafood Pancake|314|g|Pancake, mixed seafood and mixed vegetables|628|kcal|23.24|g|26.66|g|11.99|g|36.74|g|73.48|g|||1268.56|mg
Seafood and vegetable cutlet, frozen|35|g|Cutlet made with surimi (white fish, sugar and salt), shrimp, onion, corn, carrot and peas, breaded, deep fried, frozen|77.35|kcal|2.59|g|4.79|g|0.64|g|0.18|g|6.51|g|||136.85|mg
Seafood bee hoon soup|654|g|Seafood bee hoon soup, Seafood bihun soup|361.66|kcal|28.71|g|9.16|g|3.2|g|1.31|g|39.37|g|110.2|mg|1595.89|mg
Seafood claypot noodles|555|g|Egg noodles cooked with seafood and green vegetables, served in claypot|677.1|kcal|29.97|g|43.29|g|18.31|g|5|g|42.18|g|210.9|mg|3413.25|mg
Seafood ee mee|572|g|Ee mee W/ mixed seafood|721.58|kcal|40.9|g|25.68|g|7.89|g|4.75|g|78.08|g|192.71|mg|2227.2|mg
Seafood fried rice|428|g|Fried rice, with added fried beaten egg, seafoods and meat|907.36|kcal|28.25|g|32.96|g|13.61|g|0.86|g|124.55|g|175.48|mg|1245.48|mg
Seafood pizza|95|g|Seafood pizza|236.55|kcal|15.2|g|9.5|g|3.99|g|||20.9|g|||480.7|mg
Seafood platter, Long John silver's|1|g|Seafood platter, Long John silver's|2.39|kcal|0.07|g|0.14|g|0.06|g|0|g|0.21|g|0.23|mg|5.28|mg
Seafood porridge|607|g|Rice porridge with mixed seafood, topped with green onion and peanut|362.36|kcal|21.39|g|8.23|g|3.37|g|0.84|g|50.6|g|114.18|mg|1071.46|mg
Seafood risotto|374|g|Rice, prawn, clam, squid, vegetables|579.7|kcal|21.32|g|34.48|g|15.9|g|2.24|g|46|g|||908.82|mg
Seafood soup|654|g|Seafood bee hoon soup, Seafood bihun soup|361.66|kcal|28.71|g|9.16|g|3.2|g|1.31|g|39.37|g|110.2|mg|1595.89|mg
Seafood tempura snacks, assorted|130|g|Assorted seafood sancks|361.4|kcal|6.89|g|16.69|g|5.54|g|1.17|g|46.02|g|||1227.2|mg
Seafood tom yam soup|668|g|Soup, tom yam, mixed seafood|285.24|kcal|22.04|g|18.57|g|8.68|g|2.61|g|7.35|g|237.14|mg|2638.6|mg
Seafood tom yum ban mian|1057|g||613.06|kcal|33.82|g|13.64|g|3.91|g|7.4|g|89.85|g|||4439.4|mg
Seafood, mixed, assam, claypot|404|g|Fish ball, egg, prawn, squid, fish cake, imitation crab meat, carrot, tomato, mushroom, brinjal, okra, red chilli in spicy assam gravy in a claypot|255.97|kcal|22.4|g|14.58|g|6.65|g|6.04|g|8.89|g|309.3|mg|1393.64|mg
Seasoned baby octopus|225|g|Baby octopus, seasoned, cooked|321.75|kcal|34.2|g|12.38|g|1.89|g|2.25|g|18.68|g|245.25|mg|1503|mg
Seasoning powder, instant noodles|5.6|g||10.75|kcal|0.69|g|0.18|g|0.08|g|0.22|g|1.6|g|0.32|mg|1037.51|mg
Seaweed|144|g||298.05|kcal|38.45|g|1.58|g|0|g|31.1|g|32.4|g|||1022.4|mg
Seaweed chicken|18|g|Chicken, nugget, with seaweed, japanese style, deep fried|42.84|kcal|3.19|g|2.43|g|0.77|g|0.41|g|2.09|g|6.3|mg|130.5|mg
Seaweed with spices, dried|5|g|Processed seaweed, with added spices for flavour|15.6|kcal|||0.22|g|0.1|g|1.26|g|3.42|g|||59.6|mg
Seaweed, dried, agar agar|20|g||61.28|kcal|1.24|g|0.06|g|0.02|g|1.54|g|16.18|g|||20.4|mg
Seaweed, dried, hai tai|18|g||45.34|kcal|||0.22|g|||3.89|g|10.84|g|||364.5|mg
Seaweed, soaked|100|g||14.1|kcal|1.1|g|0.1|g|||0.9|g|2.1|g|||108|mg
Seeds, jackfruit (cempedak)|8.4|g||12.73|kcal|0.52|g|0.05|g|0.01|g|0.12|g|2.56|g|||3.05|mg
Seeds, jackfruit (nangka)|11.2|g||15.57|kcal|0.53|g|0.06|g|0.01|g|0.18|g|3.24|g|||6.72|mg
Seeds, lotus seed, dried|32|g|Lin Chi, Biji Teratai|110.08|kcal|5.5|g|0.64|g|0.11|g|0.96|g|20.54|g|||1.63|mg
Seeds, melon seed, flesh only|108|g|Kwa chi, gua zi|601.56|kcal|30.56|g|51.19|g|10.56|g|5.83|g|16.52|g|||106.92|mg
Seeds, poppy, white|8.8|g||46.2|kcal|1.58|g|3.66|g|0.4|g|1.72|g|2.48|g|||2.29|mg
Seeds, sesame seed, black|144|g||764.64|kcal|27.5|g|66.38|g|9.3|g|20.16|g|14.4|g|||11.95|mg
Seeds, sesame seed, white|140|g||750.4|kcal|25.76|g|60.76|g|7.43|g|14.14|g|25.2|g|||25.2|mg
Seeds, watermelon seed, dried, black|100|g|gua zi, kua-ci|222.6|kcal|8.9|g|18.1|g|3.74|g|2.27|g|5.96|g|||55.86|mg
Semolina, cooked|245|g||74.95|kcal|2.45|g|0.25|g|0|g|1.47|g|15.44|g|||24.5|mg
Semolina, raw|160|g||520.96|kcal|15.68|g|1.92|g|0.32|g|5.12|g|105.92|g|||6.4|mg
Sesame roll|21|g|Glutinous rice, malt, sugar and sesame seed|100.38|kcal|2.56|g|6.15|g|1.15|g|0.76|g|8.69|g|||17.85|mg
Sesame seed ball|1|g||2.38|kcal|0.03|g|0.08|g|0.01|g|0.02|g|0.37|g|||0.07|mg
Shad, gizzard|50|g||28.37|kcal|4.24|g|1.27|g|0.73|g|||||13.12|mg|26.66|mg
Shad, slender, raw|209|g||235.94|kcal|30.72|g|12.61|g|5.05|g|||||112.78|mg|71.23|mg
Shanghai white cabbage, stir fried|84.5|g||48.17|kcal|1.52|g|4.39|g|1.42|g|1.35|g|0.56|g|||306.82|mg
Shark fillet, raw|200|g||198|kcal|49.4|g|||0.02|g|||||14.8|mg|12|mg
Shark fin soup|592|g|Thick soup with shark fin and egg, topped with soya sauce|326.84|kcal|29.6|g|14.8|g|4.74|g|||18.94|g|165.76|mg|2326.56|mg
Shark's fin, dried|1|g||3.52|kcal|0.83|g|||||||||||1.8|mg
Shark, dog, raw|273|g||450.22|kcal|45.86|g|27.3|g|12.29|g|||0.27|g|191.1|mg|273|mg
Shepherd's pie|250|g||290|kcal|16|g|13|g|7.57|g|4.5|g|27.5|g|25.25|mg|1155|mg
Sherry, unspecified type|55|g|Alcohol: 14.0% by volume|71.5|kcal|0.11|g|||||||4.57|g|||10.45|mg
Shibuya Toast|314|g|Toast bread with ice cream|907.46|kcal|22.61|g|35.89|g|24.46|g|1.88|g|123.72|g|||1171.22|mg
Shishamo, raw|20|g|Raw capelin fish|22|kcal|2.86|g|0.92|g|0.22|g|||0.58|g|31.2|mg|73.6|mg
Shishamo, semi-dried, baked|20|g||31.86|kcal|4.37|g|1.4|g|0.28|g|||0.04|g|54|mg|115.2|mg
Shrimp chee cheong fun|98|g|Chee cheong fun, shrimp|159.74|kcal|4.51|g|8.92|g|3.53|g|1.27|g|15.48|g|26.46|mg|328.3|mg
Shrimp dinner, Long John Silver's|11|g|Shrimp dinner, Long John Silver's|34.01|kcal|0.97|g|2.43|g|0.48|g|0.11|g|1.94|g|9.72|mg|92.31|mg
Shrimp dumpling mee kia, soup|574|g|Thin wanton noodle, served with dumpling filled with minced shrimp meat, pork meat and black fungus and chye sim, in soup|398.93|kcal|22.96|g|9.3|g|3.44|g|3.79|g|55.79|g|29.27|mg|1996.37|mg
Shrimp dumpling noodle, dry|365|g|Thin wanton noodle, served with dumpling filled with minced shrimp meat, pork meat and black fungus and chye sim, with added red chilli sauce|503.34|kcal|20.77|g|23.03|g|8.83|g|4.27|g|53.29|g|47.45|mg|1415.11|mg
Shrimp paste|117|g||149.05|kcal|2.93|g|11.47|g|6.08|g|5.5|g|8.42|g|18.72|mg|773.37|mg
Shrimp paste chicken|255|g|Harcheong khai, Chicken harcheong|458.54|kcal|42.83|g|29.25|g|10.57|g|||6.23|g|156.62|mg|1190.7|mg
Shrimp, dried, with chilli|12|g|Udang kering, Hae Bi Hiam|53.16|kcal|2.33|g|4.46|g|1.94|g|0.24|g|0.9|g|21.72|mg|300.84|mg
Shrimp, fermented|20|g||10.8|kcal|1.82|g|0.16|g|||||0.52|g|19.8|mg|897|mg
Shrimp, small, cooked in chilli|40|g||71.2|kcal|5.77|g|5.16|g|||0.11|g|0.39|g|||113.92|mg
Shrimp, smooth shell, raw|370|g||171.68|kcal|39.06|g|1.07|g|0.43|g|||1.29|g|405.59|mg|287.56|mg
Shrooms 10" Regular Crispy Thin Pizza, Pizzahut|64|g||147.84|kcal|7.68|g|5.6|g|3.1|g|2|g|16.8|g|6.4|mg|353.28|mg
Shrooms Burger, KFC|170|g|Chicken burger with brown sauce and mushrooms|333.2|kcal|18.7|g|13.91|g|6.31|g|4.25|g|33.51|g|13.6|mg|1178.1|mg
Sickle fish, spotted, raw|79|g||31.99|kcal|6.88|g|0.17|g|0.07|g|||0.73|g|26.77|mg|28.5|mg
Siew mai, filling consist largely of fatty meat, steamed|27.3|g|Siew Mai - filling consists largely of fatty meat, steamed|81.9|kcal|3.3|g|6.12|g|2.07|g|0.66|g|3.41|g|16.65|mg|48.87|mg
Silver whiting, whole, raw|64|g||27.84|kcal|6.56|g|0.19|g|0.1|g|||||13.12|mg|24.96|mg
Siu mai|22|g|Dim sum, dumpling, pork with crab roe, steamed|44.22|kcal|2.49|g|2.64|g|0.95|g|0.35|g|2.66|g|8.36|mg|94.38|mg
Skimmed milk|7|g||19.53|kcal|1.83|g|0.55|g|0.21|g|||1.79|g|0.35|mg|15.33|mg
Skin, braised in dark sauce|75|g|Pig's skin served in black sauce, braised|116.25|kcal|12.15|g|7.5|g|2.55|g|||0|g|12|mg|324|mg
Skinny latte|225|g|Coffee, latte, with low fat milk and sugar,Café style coffee made with steamed low fat/skim milk and single short of espresso with sugar|110.25|kcal|6.75|g|4.5|g|2.97|g|||10.35|g|24.75|mg|90|mg
Sliced beef soup|473|g|Made with sliced beef, soya sauce and water, boiled|156.09|kcal|30.27|g|4.26|g|1.42|g|0.95|g|||37.84|mg|1929.84|mg
Sliced fish bee hoon with milk|792|g|Bee hoon, fish, vegetables, tomato, evaporated milk|332.64|kcal|25.34|g|6.42|g|3.01|g|3.17|g|44.35|g|||1647.36|mg
Sliced fish bee hoon, no evaporated milk|833|g|Bee hoon, fish, vegetables|374.85|kcal|31.65|g|4.17|g|2|g|3.33|g|53.31|g|||1807.61|mg
Sliced fish hor fun|960.76|g|sum lo hor fun|525.54|kcal|37.66|g|7.11|g|2.31|g|1.15|g|77.82|g|13.55|mg|3185.4|mg
Sliced fish porridge|730|g|Watery porridge with fish slices, vegetables and spring onions|454.86|kcal|25.55|g|5.77|g|2.77|g|3.58|g|75.19|g|7.3|mg|1285.53|mg
Smoothies, strawberry|508|g||325.12|kcal|5.59|g|1.02|g|0.51|g|1.02|g|74.17|g|||172.72|mg
Snack bar, fruit, nuts, seeds|50|g||204|kcal|4.55|g|9.8|g|3.05|g|3.85|g|25.2|g|||45.5|mg
Snail, raw|100|g||90|kcal|16.1|g|1.4|g|0.36|g|||2|g|50|mg|70|mg
Snake gourd, with dhal and ghee, in coconut milk, boiled (Indian)|67.03|g|Kootu|38.88|kcal|1.81|g|1.84|g|0.55|g|1.43|g|3.76|g|2.05|mg|155.64|mg
Snake, raw|339|g||58.94|kcal|3.29|g|0.33|g|0|g|2.3|g|10.85|g|||26.31|mg
Snakehead, raw|312|g||124.86|kcal|26.41|g|2.15|g|||||||||28.7|mg
Snakehead, salted, fried|40|g||163.12|kcal|18.56|g|5.36|g|2.37|g|||10.16|g|||158.8|mg
Snapper, golden striped|305|g||161.86|kcal|33.31|g|3.01|g|1.11|g|||0.16|g|96.75|mg|126.88|mg
Snapper, red|55|g||112.55|kcal|10.28|g|6.22|g|3.66|g|0.56|g|3.92|g|17.66|mg|45.03|mg
Snapper, russell's, raw|250|g||90.15|kcal|20.6|g|0.31|g|0.1|g|||1.33|g|62.53|mg|87.13|mg
Snow peas, raw|3.33|g||0.79|kcal|0.07|g|0.01|g|0|g|0.04|g|0.1|g|||0.26|mg
Snow skin lotus paste mooncake|25|g|Mooncake, lotus seed paste, plain, snow skin|93.1|kcal|1.06|g|4.02|g|1.3|g|0.58|g|13.18|g|1.15|mg|15.4|mg
Sodium benzoate|1|g||||||||||||||||160|mg
Soft shell crab|111|g|Crab, soft-shell, coated with flour, deep-fried,Deep fried soft-shell crab, soft shell crab|270.84|kcal|11.66|g|17.21|g|3.92|g|1.78|g|17.54|g|69.93|mg|314.13|mg
Softmeal bread, enriched|28.5|g||72.39|kcal|2.42|g|0.66|g|0.43|g|1.11|g|13.91|g|||114.29|mg
Soh, lotus seed|44|g|Pastry, flaky, Chinese style, rectangular- shaped, baked with lotus seed paste filling and sesame seed on top|219.12|kcal|2.86|g|13.73|g|6.38|g|0.84|g|21.03|g|8.8|mg|34.32|mg
Soh, red bean|24.9|g|Pastry, flaky, chinese style, round shape, baked with red bean paste filling, sugar and sesame seed on top|111.3|kcal|1.39|g|6.4|g|3.22|g|0.57|g|12.08|g|4.98|mg|9.71|mg
Sohn Papadi|53|g|Sugary snack made from flour, garnished with almonds and cucumber seeds|280.9|kcal|1.86|g|15.05|g|8.14|g|0.74|g|34.45|g|2.12|mg|1.59|mg
Sole fish|293|g|Fresh fish|78.23|kcal|16.09|g|1.54|g|0.69|g|||||28.13|mg|48.35|mg
Sole, long tongue, raw|27|g||8.52|kcal|1.99|g|0.04|g|||||0.03|g|6.64|mg|25.46|mg
Sooji halwa|133|g|Indian snack made of semolina, sugar, milk and ghee.|428.26|kcal|5.05|g|18.09|g|9.22|g|3.33|g|61.31|g|17.29|mg|15.96|mg
Soon kway, steamed|72.4|g|Filling consists largely of shredded turmip|88.6|kcal|1.16|g|1.45|g|0.8|g|1.59|g|17.67|g|0.72|mg|269.33|mg
Sorbet, fruit|198|g|frozen flavoured-syrup containing no dairy ingredients (slushy texture); 10 samples, assorted flavours|192.06|kcal|0.4|g|0.59|g|||||49.1|g|||19.8|mg
Sorbitol|1|g||2.6|kcal|||||||||1|g||||
Soto ayam|569|g|Chicken soto|218.95|kcal|19.35|g|7.97|g|2.85|g|7.97|g|17.64|g|17.07|mg|2418.25|mg
Sotong Panggang|255|g|Squid, vegetables and sambal paste|308.55|kcal|36.21|g|14.36|g|6.4|g|8.41|g|8.41|g|||1379.55|mg
Sotong sambal|219|g||251.85|kcal|26.94|g|11.39|g|5.21|g|5.04|g|10.51|g|372.3|mg|1944.72|mg
Soup Restaurant Samsui Ginger Sauce|15|g||28.5|kcal|0.22|g|2.4|g|0.45|g|0.3|g|1.5|g|0.01|mg|151.5|mg
Soup, beef and radish|450|g|Beef and radish soup|117|kcal|19.8|g|3.15|g|1.4|g|1.8|g|1.8|g|49.5|mg|670.5|mg
Soup, beef ball, with beansprouts|592|g|Soup, beef ball, with spring onion and bean sprout|183.52|kcal|19.54|g|8.88|g|4.56|g|1.78|g|5.33|g|112.48|mg|2527.84|mg
Soup, beef, dry mix, prepared|250|g|Soup, beef, dry mix, prepared|45.41|kcal|2|g|1.25|g|0.5|g|2|g|6.5|g|0|mg|1075|mg
Soup, beef, with buah keluak nuts|293.43|g|Rawan, rawon|268.2|kcal|22.18|g|17.43|g|7.45|g|4.37|g|5.63|g|82.01|mg|1570.73|mg
Soup, chicken noodle, dry mix|45|g|Soup, chicken noodle, dry mix|158.86|kcal|5.4|g|1.49|g|0.59|g|0.41|g|30.65|g|4.05|mg|3064.5|mg
Soup, chicken noodle, dry mix, prepared|250|g|Soup, chicken noodle, dry mix, prepared|46.01|kcal|2|g|0.25|g|0.2|g|7.5|g|9|g|0|mg|1100|mg
Soup, chicken noodle, instant prepared|200|g|Soup, chicken noodle, instant prepared|40.15|kcal|2.2|g|1|g|||1.6|g|5.6|g|0|mg|700|mg
Soup, chicken, with chinese herb|534|g|Soup with chicken and Chinese herbs|145.12|kcal|23.75|g|5.36|g|1.81|g|0.63|g|0.51|g|119.3|mg|909.11|mg
Soup, cream of asparagus, canned, prepared W/ water|593|g|Soup, cream of asparagus, canned, prepared with water|209.76|kcal|5.57|g|9.96|g|2.55|g|1.78|g|26.09|g|11.86|mg|2383.86|mg
Soup, cream of black sesame seed|306|g|Roasted and blended black sesame seed, cooked with corn starch, water and rock sugar|349.15|kcal|2.88|g|11.69|g|1.9|g|2.63|g|58.14|g|||14.99|mg
Soup, cream of chicken, canned|270|g|Condensed chicken soup|177.46|kcal|5.13|g|8.91|g|2.97|g|0.27|g|19.17|g|10.8|mg|1863|mg
Soup, cream of chicken, canned, prepared|255|g|Soup, cream of chicken, canned prepared|134.08|kcal|4.59|g|6.89|g|3.06|g|0.26|g|13.51|g|0|mg|1020|mg
Soup, cream of mushroom, canned|248|g||200.88|kcal|3.2|g|13.64|g|2.36|g|1.49|g|16.34|g|||1728.56|mg
Soup, cream of peanut, sweet|274|g||341.95|kcal|14.36|g|20.36|g|4.44|g|3.01|g|25.29|g|||273.45|mg
Soup, cream of seafood, canned, prepared|255|g|Canned concentrated seafood soup. Typical ingredients include lobster, oyster and other seafood. Prepared according to label directions with added whole milk and water and simmered|142.04|kcal|4.34|g|6.89|g|2.81|g|1.53|g|15.3|g|15.3|mg|1096.5|mg
Soup, cream of vegetable, canned|270|g|Includes creamy mushroom, creamy celery and creamy asparagus samples|159.39|kcal|3.51|g|8.1|g|2.97|g|2.7|g|18.09|g|5.4|mg|1836|mg
Soup, cream of vegetable, canned, prepared|255|g|Soup prepared with half a can each of whole milk and tap water heated according to label directions.|135.91|kcal|3.83|g|6.63|g|3.06|g|0.51|g|15.3|g|12.75|mg|994.5|mg
Soup, cream type, dry mix, prepared|255|g|Dry soup mix prepared with 3 parts whole milk and 1 part tap water according to packet directions|102.39|kcal|3.57|g|3.83|g|||4.59|g|13.51|g|||1045.5|mg
Soup, cream variety, instant, prepared|200|g|Dry soup mix prepared with boiling tap water according to packet directions|73.61|kcal|4|g|2.4|g|||4|g|9|g|||680|mg
Soup, fish|277.84|g||227.83|kcal|26.95|g|10.56|g|3.5|g|3.83|g|6.25|g|88.35|mg|1521.17|mg
Soup, fish ball|523|g||125.52|kcal|19.87|g|4.18|g|1.83|g|1.57|g|2.62|g|83.68|mg|2421.49|mg
Soup, fish head|625|g|Consist of fish head, tauhu, green vegetable|211.38|kcal|22.81|g|13.35|g|5.56|g|10.01|g|||66.75|mg|1412.88|mg
Soup, french onion, dry mix, prepared|250|g|Dry soup mix prepared with tap water heated according to packet directions|16.13|kcal|1|g|||||||3|g|||875|mg
Soup, green bean with coconut milk|531|g||376.93|kcal|10.09|g|3.19|g|0.01|g|23.36|g|76.46|g|||0.01|mg
Soup, green beans, with coconut milk, malay style|364.25|g|Bubur Kacang|377.07|kcal|16.86|g|11.66|g|9.36|g|15.81|g|51.18|g|||68.84|mg
Soup, main meal, canned, heated|260|g|Ready to eat soup with meat, potato, carrot, pea and other vegetables, as canned|215.63|kcal|6.24|g|11.96|g|4.94|g|6.76|g|21.06|g|23.4|mg|1014|mg
Soup, minestrone, home prepared|260|g|Soup prepared from haricot beans, bacon, garlic, onions, carrot, celery, capsicum, tomato puree, cabbage, peas, macaroni, seasonings and water, boiled|121.18|kcal|8.58|g|3.64|g|||9.62|g|13|g|||520|mg
Soup, mixed vegetable, dry mix, prepared|250|g|Dry soup mix prepared with tap water heated according to packet directions|32.27|kcal|1|g|0.25|g|||2|g|6.5|g|0|mg|900|mg
Soup, peas and ham, canned, prepared|255|g|Soup prepared with one can of tap water heated according to label directions|111.53|kcal|7.65|g|2.04|g|1.02|g|5.36|g|15.3|g|0|mg|790.5|mg
Soup, pig's liver , chinese spinach|216.46|g||75.76|kcal|8.44|g|4.55|g|1.52|g|0.43|g|0.43|g|43.29|mg|361.49|mg
Soup, pig's tail|463|g||280.11|kcal|22.36|g|21.18|g|7.15|g|0.9|g|0.01|g|126.33|mg|837.88|mg
Soup, pork ball and tofu|249.31|g|Soup, with pork, prawn, minced, tofu and chinese cabbage|142.11|kcal|15.96|g|8.23|g|2.54|g|0.5|g|1|g|42.38|mg|575.91|mg
Soup, pork tail|463|g|Soup, with pork tail and spring onion|281.27|kcal|22.22|g|21.18|g|7.15|g|1.04|g|||125.01|mg|836.87|mg
Soup, red bean, with orange peel|351.44|g|Soup, red bead, with orange peel and sugar|200.32|kcal|11.6|g|1.41|g|||15.11|g|36.2|g|||24.6|mg
Soup, resum|419.7|g|rasam soup, resam soup|168.52|kcal|4.2|g|9.23|g|4.2|g|0|g|17.21|g|0|mg|3722.74|mg
Soup, soft tofu, with prawn|312.2|g||93.04|kcal|8.21|g|5.99|g|0.81|g|1.31|g|1.59|g|13.42|mg|490.47|mg
Soup, sour fish, nonya style|282|g|Medium sized white fish flesh with crushed galangal, fresh red chillies and lemon grass, Nonya style, simmered.|117.03|kcal|20.28|g|2.82|g|1.16|g|3.24|g|2.65|g|44.95|mg|352.22|mg
Soup, tomato, canned|270|g|Canned concentrated tomato soup. Typical ingredients include tomatoes, sugar, maize starch, salt, vegetable gum, and spices. Requires dilution before consumption.|143.4|kcal|2.7|g|0.81|g|||5.13|g|29.16|g|||1728|mg
Soup, vegetable, canned, prepared|255|g|Soup prepared with half a can each of whole milk and tap water heated according to label directions.|135.91|kcal|3.83|g|6.63|g|3.06|g|0.51|g|15.3|g|12.75|mg|994.5|mg
Soup, vegetable, home prepared|200|g|Fresh soup prepared from carrot, swede, onion, celery, tomato, beef stock cubes, tomato sauce, lentils and water, boiled, simmered.|68.9|kcal|4|g|0.6|g|0.32|g|5.2|g|9|g|0|mg|500|mg
Soup, white fungus and lotus seed|334|g|Soup, white fungus and lotus seed|160.32|kcal|2.67|g|1.34|g|||3.67|g|34.07|g|||6.68|mg
Soup, with crouton, instant prepared|200|g|Dry soup mix prepared in cup with boiling water according to packet directions|98.95|kcal|1.6|g|5.2|g|2.8|g|4.6|g|11.4|g|2|mg|1020|mg
Soup, with fish ball|439|g|Fishball soup, yu yuan tang, sup bola ikan|105.36|kcal|16.46|g|3.38|g|1.54|g|1.23|g|2.28|g|71.56|mg|2032.57|mg
Soursop juice|414|g|Juice, soursop, fresh|310.5|kcal|||0.41|g|0|g|3.73|g|76.18|g|||37.26|mg
Soursop, raw|439|g|Dutian Belanda|194.07|kcal|3.88|g|1.19|g|||8.66|g|42.09|g|||5.97|mg
Soy bean curd, fried|92|g|Tau kua goreng|202.4|kcal|15.64|g|13.98|g|||||3.4|g|||11.04|mg
Soy sauce, powder, fermented|1|g|5301 NK|2.29|kcal|0.15|g|0.01|g|||||0.41|g|||140|mg
Soya bean cake|120|g||202.8|kcal|14.28|g|15.72|g|3.96|g|1.08|g|0.96|g|||198|mg
Soya bean cake (HCS)|200|g||224|kcal|26|g|13.2|g|2.38|g|2.2|g|0.2|g|||124|mg
Soya bean cake with salted bean filling|48|g||223.2|kcal|3.7|g|11.66|g|6.58|g|1.3|g|25.82|g|8.16|mg|164.64|mg
Soya bean cake, fermented|71|g||112.18|kcal|11.29|g|5.32|g|0.77|g|2.91|g|3.98|g|||4.97|mg
Soya bean curd (HCS)|150|g||75|kcal|9.15|g|4.2|g|0.89|g|0.9|g|0.15|g|||25.5|mg
Soya bean curd with syrup|310|g|Tau huay|182.9|kcal|7.13|g|1.86|g|0.34|g|0.93|g|34.41|g|||18.6|mg
Soya bean curd, less sweet|537|g|Derived from regular tau huay, assuming 25% less added sugar|263.13|kcal|12.35|g|3.22|g|0.59|g|1.61|g|45.65|g|||32.22|mg
Soya bean curd, sheet, dried, unsweetened|28|g||136.92|kcal|15.85|g|7.36|g|1.09|g|0.28|g|1.82|g|||33.32|mg
Soya bean curd, strand, dried|15|g||62.1|kcal|6.66|g|2.32|g|||||3.62|g|||51.45|mg
Soya bean curd, unsweetened|28|g||136.92|kcal|15.85|g|7.36|g|1.09|g|0.28|g|1.82|g|||33.32|mg
Soya bean curd, with syrup (old)|619.9|g||316.15|kcal|11.78|g|1.86|g|||9.3|g|63.23|g|||30.99|mg
Soya bean drink|250|g||157.75|kcal|3.25|g|5.5|g|0.5|g|||24|g|||5|mg
Soya bean milk (HCS)|250|g||152.5|kcal|9.5|g|4.25|g|0.7|g|2|g|18.75|g|||32.5|mg
Soya bean milk, reduced sugar (HCS)|250|g||125|kcal|10.5|g|3.75|g|0.65|g|0.75|g|12.25|g|||22.5|mg
Soya bean milk, with sugar (hawker centre)|250|g||137.5|kcal|6.5|g|4|g|0.68|g|1.5|g|19.25|g|||35|mg
Soya bean milk, without sugar (hawker centre)|250|g||82.5|kcal|6.75|g|5|g|0.65|g|2|g|3|g|||30|mg
Soya bean paste, fermented|19|g||27.74|kcal|1.84|g|1.03|g|||1.12|g|2.79|g|||335.54|mg
Soya bean with grass jelly drink|250|g||102.5|kcal|4.75|g|2|g|0.33|g|0.5|g|16.25|g|||62.5|mg
Soya bean, sheet, dried, sweetened|28|g||128.52|kcal|12.49|g|6.08|g|0.9|g|0.28|g|5.96|g|||7.56|mg
Soya milk powder, instant (HCS)|30|g||110.4|kcal|7.11|g|3.48|g|0.55|g|0.66|g|12.72|g|||36|mg
Soya milk powder, no added sugar, instant (HCS)|30|g||95.4|kcal|6.69|g|3.42|g|0.55|g|0.99|g|9.51|g|||32.7|mg
Soya sauce chicken noodles|352|g|Noodles, mee kia, chicken W/ soya sauce|442.6|kcal|25.7|g|19.23|g|5.35|g|2.24|g|39.4|g|87.35|mg|681.52|mg
Soya sauce, dark (HCS)|17|g||20.4|kcal|0.82|g|||||0.05|g|4.3|g|||630.53|mg
Soya sauce, light|17|g||8.5|kcal|0.75|g|||||0.03|g|1.38|g|||859.35|mg
Soya sauce, light (HCS)|15|g||6|kcal|0.61|g|||||||0.87|g|||721.65|mg
Soyabean milk without sugar|250|g|Soyabean milk, no added sugar|87.5|kcal|10.5|g|4|g|0.65|g|1.25|g|2.5|g|||12.5|mg
Soyabean sprouts, raw|105|g||46.18|kcal|4.73|g|1.68|g|0.32|g|1.58|g|3.15|g|||7.56|mg
Soyabeans, white, raw|176|g||716.32|kcal|59.49|g|33.26|g|4.77|g|35.38|g|44.88|g|||80.96|mg
Spaghetti with tuna sauce|300|g||462.49|kcal|21.42|g|14.73|g|4.53|g|4.51|g|60.49|g|21.2|mg|263.05|mg
Spaghetti, white, raw|500|g||1704.11|kcal|56|g|5.5|g|1|g|25.5|g|351.5|g|||25|mg
Spaghetti, wholemeal, boiled|148|g||193.14|kcal|8.58|g|1.18|g|0.3|g|8.44|g|36.41|g|||7.4|mg
Spaghetti, wholemeal, raw|500|g||1591.78|kcal|64.5|g|11|g|2.5|g|57.5|g|303|g|||55|mg
Spaghetti, with added salt, boiled|140|g||219.8|kcal|8.12|g|1.26|g|0.25|g|2.52|g|42.84|g|||183.4|mg
Spaghetti, without added salt, boiled|140|g||221.2|kcal|8.12|g|1.26|g|0.25|g|2.52|g|43.26|g|||1.4|mg
Spare rib stock|449.38|g|Pork spare ribs stock, with pork spare ribs and seasoning, steamed|16.63|kcal|2.25|g|0.85|g|0|g|||||||777.43|mg
