ingredient_id,ingredient_name,serving_size,serving_size_unit,10:0,10:0_unit,12:0,12:0_unit,14:0,14:0_unit,16:0,16:0_unit,16:1,16:1_unit,18:0,18:0_unit,18:1,18:1_unit,18:2,18:2_unit,18:3,18:3_unit,18:4,18:4_unit,20:1,20:1_unit,20:4,20:4_unit,20:5_n-3,20:5_n-3_unit,22:1,22:1_unit,22:5_n-3,22:5_n-3_unit,22:6_n-3,22:6_n-3_unit,4:0,4:0_unit,6:0,6:0_unit,8:0,8:0_unit,alcohol,alcohol_unit,caffeine,caffeine_unit,calcium,calcium_unit,carbohydrate,carbohydrate_unit,carotene_alpha,carotene_alpha_unit,carotene_beta,carotene_beta_unit,cholesterol,cholesterol_unit,choline_total,choline_total_unit,copper,copper_unit,cryptoxanthin_beta,cryptoxanthin_beta_unit,energy,energy_unit,fatty_acids_total_monounsaturated,fatty_acids_total_monounsaturated_unit,fatty_acids_total_polyunsaturated,fatty_acids_total_polyunsaturated_unit,fatty_acids_total_saturated,fatty_acids_total_saturated_unit,fiber_total_dietary,fiber_total_dietary_unit,folate_dfe,folate_dfe_unit,folate_food,folate_food_unit,folate_total,folate_total_unit,folic_acid,folic_acid_unit,iron,iron_unit,lutein+zeaxanthin,lutein+zeaxanthin_unit,lycopene,lycopene_unit,magnesium,magnesium_unit,niacin,niacin_unit,phosphorus,phosphorus_unit,potassium,potassium_unit,protein,protein_unit,retinol,retinol_unit,riboflavin,riboflavin_unit,selenium,selenium_unit,sodium,sodium_unit,sugars_total,sugars_total_unit,theobromine,theobromine_unit,thiamin,thiamin_unit,total_fat,total_fat_unit,vitamin_a_rae,vitamin_a_rae_unit,vitamin_b-12,vitamin_b-12_unit,vitamin_b-12_added,vitamin_b-12_added_unit,vitamin_b-6,vitamin_b-6_unit,vitamin_c,vitamin_c_unit,vitamin_d_(d2+d3),vitamin_d_(d2+d3)_unit,vitamin_e_(alpha-tocopherol),vitamin_e_(alpha-tocopherol)_unit,vitamin_e_added,vitamin_e_added_unit,vitamin_k_(phylloquinone),vitamin_k_(phylloquinone)_unit,water,water_unit,zinc,zinc_unit
32,"Cream, fluid, heavy whipping",100,g,0.905,g,1.05,g,3.331,g,9.298,g,0.656,g,3.572,g,7.968,g,1.294,g,0.128,g,0,g,0.065,g,0.058,g,0.009,g,0.003,g,0.02,g,0,g,0.732,g,0.609,g,0.384,g,0,g,0,mg,66,mg,2.84,g,0,mcg,72,mcg,113,mg,16.8,mg,0.011,mg,0,mcg,340,kcal,9.101,g,1.57,g,23.032,g,0,g,4,mcg_DFE,4,mcg,4,mcg,0,mcg,0.1,mg,0,mcg,0,mcg,7,mg,0.064,mg,58,mg,95,mg,2.84,g,405,mcg,0.188,mg,3,mcg,27,mg,2.92,g,0,mg,0.02,mg,36.08,g,411,mcg_RAE,0.16,mcg,0,mcg,0.035,mg,0.6,mg,1.6,mcg,0.92,mg,0,mg,3.2,mcg,57.71,g,0.24,mg
33,"Cream, whipped, cream topping, pressurized",100,g,0.557,g,0.624,g,2.235,g,5.844,g,0.498,g,2.693,g,5.59,g,0.502,g,0.323,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.721,g,0.427,g,0.248,g,0,g,0,mg,101,mg,12.49,g,0,mcg,43,mcg,76,mg,16.8,mg,0.01,mg,0,mcg,257,kcal,6.418,g,0.825,g,13.831,g,0,g,3,mcg_DFE,3,mcg,3,mcg,0,mcg,0.05,mg,0,mcg,0,mcg,11,mg,0.07,mg,89,mg,147,mg,3.2,g,184,mcg,0.065,mg,1.4,mcg,8,mg,8,g,0,mg,0.037,mg,22.22,g,188,mcg_RAE,0.29,mcg,0,mcg,0.041,mg,0,mg,0.4,mcg,0.64,mg,0,mg,1.9,mcg,61.33,g,0.37,mg
34,"Cream, sour, cultured",100,g,0.378,g,0.447,g,1.626,g,5.154,g,0.294,g,1.832,g,4.129,g,0.648,g,0.074,g,0,g,0.029,g,0.025,g,0.006,g,0,g,0.011,g,0.001,g,0.031,g,0.203,g,0.145,g,0,g,0,mg,101,mg,4.63,g,0,mcg,25,mcg,59,mg,19.2,mg,0.018,mg,1,mcg,198,kcal,4.594,g,0.8,g,10.14,g,0,g,6,mcg_DFE,6,mcg,6,mcg,0,mcg,0.07,mg,4,mcg,0,mcg,10,mg,0.093,mg,76,mg,125,mg,2.44,g,121,mcg,0.168,mg,3.7,mcg,31,mg,3.41,g,0,mg,0.02,mg,19.35,g,124,mcg_RAE,0.21,mcg,0,mcg,0.041,mg,0.9,mg,0,mcg,0.38,mg,0,mg,1.5,mcg,73.07,g,0.33,mg
35,Eggnog,100,g,0.1,g,0.112,g,0.401,g,1.131,g,0.101,g,0.511,g,1.142,g,0.132,g,0.059,g,0,g,0,g,0.003,g,0,g,0,g,0,g,0,g,0.129,g,0.076,g,0.044,g,0,g,0,mg,130,mg,8.05,g,0,mcg,7,mcg,59,mg,52.2,mg,0.013,mg,0,mcg,88,kcal,1.302,g,0.198,g,2.591,g,0,g,1,mcg_DFE,1,mcg,1,mcg,0,mcg,0.2,mg,54,mcg,0,mcg,19,mg,0.105,mg,109,mg,165,mg,4.55,g,58,mcg,0.19,mg,4.2,mcg,54,mg,8.05,g,0,mg,0.034,mg,4.19,g,59,mcg_RAE,0.45,mcg,0,mcg,0.05,mg,1.5,mg,1.2,mcg,0.21,mg,0,mg,0.3,mcg,82.54,g,0.46,mg
36,"Cheese, American, nonfat or fat free",100,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,789,mg,10.53,g,0,mcg,3,mcg,26,mg,38.4,mg,0.559,mg,0,mcg,126,kcal,0,g,0,g,0,g,0,g,9,mcg_DFE,9,mcg,9,mcg,0,mcg,0,mg,0,mcg,0,mcg,115,mg,5.56,mg,316,mg,393,mg,21.05,g,55,mcg,0.545,mg,14.6,mcg,1316,mg,5.26,g,0,mg,0.412,mg,0,g,56,mcg_RAE,1.85,mcg,0,mcg,0.567,mg,0,mg,0.1,mcg,0.27,mg,0,mg,0.2,mcg,65.47,g,4.11,mg
37,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",100,g,0.013,g,0.062,g,0.019,g,0.884,g,0,g,0.976,g,7.559,g,0.022,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.005,g,0,g,0,mg,9,mg,11.38,g,0,mcg,9,mcg,0,mg,0,mg,0,mg,0,mcg,136,kcal,7.551,g,0.027,g,1.937,g,0,g,0,mcg_DFE,0,mcg,0,mcg,0,mcg,0.03,mg,0,mcg,0,mcg,0,mg,0,mg,64,mg,191,mg,1,g,0,mcg,0,mg,1.1,mcg,67,mg,11.38,g,0,mg,0,mg,9.97,g,1,mcg_RAE,0,mcg,0,mcg,0,mg,0,mg,0,mcg,0.81,mg,0,mg,2.5,mcg,77.27,g,0.02,mg
38,"Cream substitute, powdered",100,g,0.879,g,6.764,g,2.666,g,3.146,g,0.006,g,4.29,g,9.768,g,0.382,g,0.026,g,0,g,0.019,g,0,g,0,g,0,g,0,g,0,g,0.006,g,0.094,g,1.118,g,0,g,0,mg,2,mg,59.29,g,0,mcg,0,mcg,0,mg,2.3,mg,0.018,mg,0,mcg,529,kcal,9.796,g,0.408,g,19.146,g,0,g,0,mcg_DFE,0,mcg,0,mcg,0,mcg,0.26,mg,0,mcg,0,mcg,1,mg,0,mg,288,mg,669,mg,2.48,g,0,mcg,0,mg,0,mcg,124,mg,7.77,g,0,mg,0,mg,32.92,g,0,mcg_RAE,0,mcg,0,mcg,0,mg,0,mg,0,mcg,1.26,mg,0,mg,1.7,mcg,2.98,g,0.07,mg
39,"Dessert topping, semi solid, frozen",100,g,0.905,g,8.836,g,3.756,g,3.092,g,0.241,g,4.58,g,1.375,g,0.305,g,0.218,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.638,g,0,g,0,mg,6,mg,23.05,g,0,mcg,86,mcg,0,mg,0,mg,0.03,mg,0,mcg,318,kcal,1.616,g,0.523,g,21.783,g,0,g,0,mcg_DFE,0,mcg,0,mcg,0,mcg,0.12,mg,0,mcg,0,mcg,2,mg,0,mg,8,mg,18,mg,1.25,g,0,mcg,0,mg,2.1,mcg,25,mg,23.05,g,0,mg,0,mg,25.31,g,7,mcg_RAE,0,mcg,0,mcg,0,mg,0,mg,0,mcg,0.96,mg,0,mg,6.3,mcg,50.21,g,0.03,mg
40,"Sour cream, imitation, cultured",100,g,1.006,g,8.138,g,3.364,g,1.981,g,0,g,2.244,g,0.589,g,0.056,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,1.028,g,0,g,0,mg,3,mg,6.63,g,0,mcg,0,mcg,0,mg,0,mg,0.058,mg,0,mcg,208,kcal,0.588,g,0.056,g,17.791,g,0,g,0,mcg_DFE,0,mcg,0,mcg,0,mcg,0.39,mg,0,mcg,0,mcg,6,mg,0,mg,45,mg,161,mg,2.4,g,0,mcg,0,mg,2.5,mcg,102,mg,6.63,g,0,mg,0,mg,19.52,g,0,mcg_RAE,0,mcg,0,mcg,0,mg,0,mg,0,mcg,0.74,mg,0,mg,4.8,mcg,71.15,g,1.18,mg
41,"Milk, whole, 3.25% milkfat, with added vitamin D",100,g,0.084,g,0.097,g,0.303,g,0.857,g,0.047,g,0.309,g,0.694,g,0.115,g,0.012,g,0,g,0.004,g,0.004,g,0.001,g,0,g,0.002,g,0,g,0.067,g,0.054,g,0.034,g,0,g,0,mg,123,mg,4.67,g,0,mcg,7,mcg,12,mg,17.8,mg,0.001,mg,0,mcg,60,kcal,0.688,g,0.108,g,1.86,g,0,g,0,mcg_DFE,0,mcg,0,mcg,0,mcg,0,mg,0,mcg,0,mcg,11.9,mg,0.105,mg,101,mg,150,mg,3.28,g,31,mcg,0.138,mg,1.9,mcg,38,mg,4.81,g,0,mg,0.056,mg,3.2,g,32,mcg_RAE,0.54,mcg,0,mcg,0.061,mg,0,mg,1.1,mcg,0.05,mg,0,mg,0.3,mcg,88.1,g,0.41,mg
42,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",100,g,0.049,g,0.058,g,0.181,g,0.512,g,0.029,g,0.184,g,0.41,g,0.061,g,0.007,g,0,g,0.002,g,0.003,g,0,g,0,g,0.001,g,0,g,0.041,g,0.032,g,0.021,g,0,g,0,mg,126,mg,4.91,g,0,mcg,3,mcg,8,mg,18.2,mg,0.001,mg,0,mcg,50,kcal,0.4,g,0.058,g,1.11,g,0,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0,mg,0,mcg,0,mcg,12,mg,0.112,mg,103,mg,159,mg,3.35,g,83,mcg,0.137,mg,1.8,mcg,39,mg,4.89,g,0,mg,0.059,mg,1.9,g,83,mcg_RAE,0.55,mcg,0,mcg,0.061,mg,0.2,mg,1.1,mcg,0.03,mg,0,mg,0.2,mcg,89.1,g,0.43,mg
43,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",100,g,0.023,g,0.026,g,0.093,g,0.265,g,0.014,g,0.096,g,0.214,g,0.033,g,0.004,g,0,g,0.001,g,0.001,g,0,g,0,g,0,g,0,g,0.022,g,0.015,g,0.011,g,0,g,0,mg,126,mg,5.19,g,0,mcg,1,mcg,5,mg,17.4,mg,0.001,mg,0,mcg,43,kcal,0.21,g,0.032,g,0.568,g,0,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0,mg,0,mcg,0,mcg,12,mg,0.113,mg,103,mg,159,mg,3.38,g,58,mcg,0.14,mg,2.1,mcg,39,mg,4.96,g,0,mg,0.057,mg,0.95,g,58,mcg_RAE,0.61,mcg,0,mcg,0.06,mg,0,mg,1.1,mcg,0.02,mg,0,mg,0.1,mcg,89.7,g,0.43,mg
44,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",100,g,0.002,g,0.002,g,0.008,g,0.021,g,0.001,g,0.009,g,0.018,g,0.005,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.003,g,0.001,g,0.001,g,0,g,0,mg,132,mg,4.89,g,0,mcg,2,mcg,3,mg,18.2,mg,0.002,mg,0,mcg,34,kcal,0.017,g,0.006,g,0.049,g,0,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0,mg,0,mcg,0,mcg,12.5,mg,0.118,mg,107,mg,167,mg,3.43,g,64,mcg,0.131,mg,2,mcg,41,mg,5.05,g,0,mg,0.056,mg,0.08,g,64,mcg_RAE,0.58,mcg,0,mcg,0.058,mg,0,mg,1.1,mcg,0,mg,0,mg,0,mcg,90.8,g,0.45,mg
45,"Milk, buttermilk, fluid, cultured, lowfat",100,g,0.022,g,0.025,g,0.089,g,0.231,g,0.02,g,0.107,g,0.221,g,0.02,g,0.013,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.029,g,0.017,g,0.01,g,0,g,0,mg,116,mg,4.79,g,0,mcg,1,mcg,4,mg,17.7,mg,0.011,mg,0,mcg,40,kcal,0.254,g,0.033,g,0.66,g,0,g,5,mcg_DFE,5,mcg,5,mcg,0,mcg,0.05,mg,0,mcg,0,mcg,11,mg,0.058,mg,89,mg,151,mg,3.31,g,13,mcg,0.154,mg,2,mcg,148,mg,4.79,g,0,mg,0.034,mg,1.07,g,14,mcg_RAE,0.22,mcg,0,mcg,0.034,mg,1,mg,0,mcg,0.05,mg,0,mg,0.1,mcg,90.13,g,0.42,mg
46,"Milk, low sodium, fluid",100,g,0.087,g,0.097,g,0.348,g,0.91,g,0.077,g,0.419,g,0.87,g,0.078,g,0.05,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.112,g,0.066,g,0.039,g,0,g,0,mg,101,mg,4.46,g,0,mcg,7,mcg,14,mg,16,mg,0.01,mg,0,mcg,61,kcal,0.999,g,0.128,g,2.154,g,0,g,5,mcg_DFE,5,mcg,5,mcg,0,mcg,0.05,mg,0,mcg,0,mcg,5,mg,0.043,mg,86,mg,253,mg,3.1,g,28,mcg,0.105,mg,2,mcg,3,mg,4.46,g,0,mg,0.02,mg,3.46,g,29,mcg_RAE,0.36,mcg,0,mcg,0.034,mg,0.9,mg,1.3,mcg,0.08,mg,0,mg,0.3,mcg,88.2,g,0.38,mg
47,"Milk, dry, whole, with added vitamin D",100,g,0.596,g,0.614,g,2.82,g,7.522,g,1.196,g,2.853,g,6.192,g,0.46,g,0.204,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.866,g,0.24,g,0.269,g,0,g,0,mg,912,mg,38.42,g,0,mcg,55,mcg,97,mg,119.3,mg,0.08,mg,0,mcg,496,kcal,7.924,g,0.665,g,16.742,g,0,g,37,mcg_DFE,37,mcg,37,mcg,0,mcg,0.47,mg,0,mcg,0,mcg,85,mg,0.646,mg,776,mg,1330,mg,26.32,g,253,mcg,1.205,mg,16.3,mcg,371,mg,38.42,g,0,mg,0.283,mg,26.71,g,258,mcg_RAE,3.25,mcg,0,mcg,0.302,mg,8.6,mg,10.5,mcg,0.58,mg,0,mg,2.2,mcg,2.47,g,3.34,mg
48,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",100,g,0.018,g,0.014,g,0.083,g,0.235,g,0.022,g,0.085,g,0.167,g,0.019,g,0.011,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.028,g,0.006,g,0.007,g,0,g,0,mg,1257,mg,51.98,g,0,mcg,1,mcg,20,mg,169.2,mg,0.041,mg,0,mcg,362,kcal,0.201,g,0.03,g,0.499,g,0,g,50,mcg_DFE,50,mcg,50,mcg,0,mcg,0.32,mg,0,mcg,0,mcg,110,mg,0.951,mg,968,mg,1794,mg,36.16,g,6,mcg,1.55,mg,27.3,mcg,535,mg,51.98,g,0,mg,0.415,mg,0.77,g,6,mcg_RAE,4.03,mcg,0,mcg,0.361,mg,6.8,mg,0,mcg,0,mg,0,mg,0.1,mcg,3.16,g,4.08,mg
49,"Milk, buttermilk, dried",100,g,0.145,g,0.162,g,0.581,g,1.52,g,0.129,g,0.7,g,1.454,g,0.131,g,0.084,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.187,g,0.111,g,0.065,g,0,g,0,mg,1184,mg,49,g,0,mcg,9,mcg,69,mg,118.7,mg,0.111,mg,0,mcg,387,kcal,1.669,g,0.215,g,3.598,g,0,g,47,mcg_DFE,47,mcg,47,mcg,0,mcg,0.3,mg,0,mcg,0,mcg,110,mg,0.876,mg,933,mg,1592,mg,34.3,g,48,mcg,1.579,mg,20.3,mcg,517,mg,49,g,0,mg,0.392,mg,5.78,g,49,mcg_RAE,3.82,mcg,0,mcg,0.338,mg,5.7,mg,0.5,mcg,0.1,mg,0,mg,0.4,mcg,2.97,g,4.02,mg
50,"Milk, canned, condensed, sweetened",100,g,0.073,g,0.18,g,0.783,g,2.396,g,0.137,g,1.209,g,2.188,g,0.216,g,0.121,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.282,g,0.167,g,0.097,g,0,g,0,mg,284,mg,54.4,g,0,mcg,14,mcg,34,mg,89.1,mg,0.015,mg,0,mcg,321,kcal,2.427,g,0.337,g,5.486,g,0,g,11,mcg_DFE,11,mcg,11,mcg,0,mcg,0.19,mg,0,mcg,0,mcg,26,mg,0.21,mg,253,mg,371,mg,7.91,g,73,mcg,0.416,mg,14.8,mcg,127,mg,54.4,g,0,mg,0.09,mg,8.7,g,74,mcg_RAE,0.44,mcg,0,mcg,0.051,mg,2.6,mg,0.2,mcg,0.16,mg,0,mg,0.6,mcg,27.16,g,0.94,mg
51,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",100,g,0.11,g,0.161,g,0.733,g,2.027,g,0.159,g,0.921,g,2.101,g,0.167,g,0.078,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.195,g,0.134,g,0.054,g,0,g,0,mg,261,mg,10.04,g,0,mcg,12,mcg,29,mg,31.8,mg,0.016,mg,0,mcg,134,kcal,2.335,g,0.245,g,4.591,g,0,g,8,mcg_DFE,8,mcg,8,mcg,0,mcg,0.19,mg,0,mcg,0,mcg,24,mg,0.194,mg,203,mg,303,mg,6.81,g,64,mcg,0.316,mg,2.3,mcg,106,mg,10.04,g,0,mg,0.047,mg,7.56,g,65,mcg_RAE,0.16,mcg,0,mcg,0.05,mg,1.9,mg,2,mcg,0.14,mg,0,mg,0.5,mcg,74.04,g,0.77,mg
52,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",100,g,0.003,g,0.004,g,0.019,g,0.054,g,0.004,g,0.024,g,0.056,g,0.004,g,0.002,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.005,g,0.004,g,0.001,g,0,g,0,mg,290,mg,11.35,g,0,mcg,0,mcg,4,mg,25.2,mg,0.016,mg,0,mcg,78,kcal,0.062,g,0.006,g,0.121,g,0,g,9,mcg_DFE,9,mcg,9,mcg,0,mcg,0.29,mg,0,mcg,0,mcg,27,mg,0.174,mg,195,mg,332,mg,7.55,g,118,mcg,0.309,mg,2.5,mcg,115,mg,11.35,g,0,mg,0.045,mg,0.2,g,118,mcg_RAE,0.24,mcg,0,mcg,0.055,mg,1.2,mg,2,mcg,0,mg,0,mg,0,mcg,79.4,g,0.9,mg
53,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",100,g,0.078,g,0.088,g,0.315,g,0.889,g,0.071,g,0.466,g,0.872,g,0.078,g,0.046,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.101,g,0.06,g,0.035,g,0,g,1,mg,112,mg,10.34,g,0,mcg,7,mcg,12,mg,17,mg,0.065,mg,0,mcg,83,kcal,0.99,g,0.124,g,2.104,g,0.8,g,5,mcg_DFE,5,mcg,5,mcg,0,mcg,0.24,mg,0,mcg,0,mcg,13,mg,0.125,mg,101,mg,167,mg,3.17,g,26,mcg,0.162,mg,1.9,mcg,60,mg,9.54,g,23,mg,0.037,mg,3.39,g,27,mcg_RAE,0.33,mcg,0,mcg,0.04,mg,0.9,mg,1.3,mcg,0.07,mg,0,mg,0.3,mcg,82.3,g,0.41,mg
54,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D",100,g,0.045,g,0.045,g,0.17,g,0.515,g,0.02,g,0.27,g,0.43,g,0.08,g,0,g,0.009,g,0,g,0,g,0,g,0,g,0,g,0,g,0.056,g,0.033,g,0.02,g,0,g,1,mg,109,mg,12.13,g,0,mcg,11,mcg,8,mg,17.1,mg,0.075,mg,0,mcg,76,kcal,0.455,g,0.089,g,1.177,g,0.7,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0.24,mg,0,mcg,0,mcg,14,mg,0.164,mg,102,mg,169,mg,2.99,g,63,mcg,0.183,mg,3.4,mcg,66,mg,9.55,g,22,mg,0.045,mg,1.9,g,64,mcg_RAE,0.33,mcg,0,mcg,0.024,mg,0,mg,1.2,mcg,0.04,mg,0,mg,0.2,mcg,82.17,g,0.39,mg
55,"Milk, chocolate, lowfat, with added vitamin A and vitamin D",100,g,0.022,g,0.025,g,0.09,g,0.268,g,0.015,g,0.12,g,0.248,g,0.039,g,0.006,g,0,g,0.003,g,0.002,g,0.001,g,0,g,0.001,g,0,g,0.019,g,0.013,g,0.008,g,0,g,1,mg,129,mg,10.15,g,0,mcg,2,mcg,5,mg,17,mg,0.028,mg,0,mcg,64,kcal,0.3,g,0.049,g,0.616,g,0.1,g,3,mcg_DFE,3,mcg,3,mcg,0,mcg,0.23,mg,0,mcg,0,mcg,13,mg,0.124,mg,96,mg,172,mg,3.46,g,51,mcg,0.247,mg,1.9,mcg,65,mg,9.94,g,12,mg,0.031,mg,1.11,g,52,mcg_RAE,0.23,mcg,0,mcg,0.047,mg,0.4,mg,1.1,mcg,0,mg,0,mg,0.1,mcg,84.5,g,0.43,mg
56,"Milk, goat, fluid, with added vitamin D",100,g,0.26,g,0.124,g,0.325,g,0.911,g,0.082,g,0.441,g,0.977,g,0.109,g,0.04,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.128,g,0.094,g,0.096,g,0,g,0,mg,134,mg,4.45,g,0,mcg,7,mcg,11,mg,16,mg,0.046,mg,0,mcg,69,kcal,1.109,g,0.149,g,2.667,g,0,g,1,mcg_DFE,1,mcg,1,mcg,0,mcg,0.05,mg,0,mcg,0,mcg,14,mg,0.277,mg,111,mg,204,mg,3.56,g,56,mcg,0.138,mg,1.4,mcg,50,mg,4.45,g,0,mg,0.048,mg,4.14,g,57,mcg_RAE,0.07,mcg,0,mcg,0.046,mg,1.3,mg,1.3,mcg,0.07,mg,0,mg,0.3,mcg,87.03,g,0.3,mg
57,"Milk, human, mature, fluid",100,g,0.063,g,0.256,g,0.321,g,0.919,g,0.129,g,0.293,g,1.475,g,0.374,g,0.052,g,0,g,0.04,g,0.026,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,32,mg,6.89,g,0,mcg,7,mcg,14,mg,16,mg,0.052,mg,0,mcg,70,kcal,1.658,g,0.497,g,2.009,g,0,g,5,mcg_DFE,5,mcg,5,mcg,0,mcg,0.03,mg,0,mcg,0,mcg,3,mg,0.177,mg,14,mg,51,mg,1.03,g,60,mcg,0.036,mg,1.8,mcg,17,mg,6.89,g,0,mg,0.014,mg,4.38,g,61,mcg_RAE,0.05,mcg,0,mcg,0.011,mg,5,mg,0.1,mcg,0.08,mg,0,mg,0.3,mcg,87.5,g,0.17,mg
58,"Whey, acid, dried",100,g,0.01,g,0.006,g,0.046,g,0.15,g,0.026,g,0.06,g,0.114,g,0.018,g,0.003,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.023,g,0.008,g,0.005,g,0,g,0,mg,2054,mg,73.45,g,0,mcg,1,mcg,3,mg,225,mg,0.05,mg,0,mcg,339,kcal,0.149,g,0.021,g,0.342,g,0,g,33,mcg_DFE,33,mcg,33,mcg,0,mcg,1.24,mg,0,mcg,0,mcg,199,mg,1.16,mg,1349,mg,2289,mg,11.73,g,17,mcg,2.06,mg,27.3,mcg,968,mg,73.45,g,0,mg,0.622,mg,0.54,g,17,mcg_RAE,2.5,mcg,0,mcg,0.62,mg,0.9,mg,0,mcg,0,mg,0,mg,0,mcg,3.51,g,6.31,mg
59,"Whey, sweet, dried",100,g,0.018,g,0.012,g,0.104,g,0.326,g,0.033,g,0.097,g,0.251,g,0.025,g,0.009,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.059,g,0.009,g,0.01,g,0,g,0,mg,796,mg,74.46,g,0,mcg,2,mcg,6,mg,225,mg,0.07,mg,0,mcg,353,kcal,0.297,g,0.034,g,0.684,g,0,g,12,mcg_DFE,12,mcg,12,mcg,0,mcg,0.88,mg,0,mcg,0,mcg,176,mg,1.258,mg,932,mg,2080,mg,12.93,g,8,mcg,2.208,mg,27.2,mcg,1079,mg,74.46,g,0,mg,0.519,mg,1.07,g,8,mcg_RAE,2.37,mcg,0,mcg,0.584,mg,1.5,mg,0,mcg,0.02,mg,0,mg,0.1,mcg,3.19,g,1.97,mg
60,"Yogurt, plain, whole milk",100,g,0.093,g,0.111,g,0.343,g,0.886,g,0.071,g,0.317,g,0.743,g,0.065,g,0.027,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.096,g,0.066,g,0.042,g,0,g,0,mg,121,mg,4.66,g,0,mcg,5,mcg,13,mg,15.2,mg,0.009,mg,0,mcg,61,kcal,0.893,g,0.092,g,2.096,g,0,g,7,mcg_DFE,7,mcg,7,mcg,0,mcg,0.05,mg,0,mcg,0,mcg,12,mg,0.075,mg,95,mg,155,mg,3.47,g,27,mcg,0.142,mg,2.2,mcg,46,mg,4.66,g,0,mg,0.029,mg,3.25,g,27,mcg_RAE,0.37,mcg,0,mcg,0.032,mg,0.5,mg,0.1,mcg,0.06,mg,0,mg,0.2,mcg,87.9,g,0.59,mg
61,"Yogurt, plain, low fat",100,g,0.044,g,0.053,g,0.163,g,0.422,g,0.034,g,0.151,g,0.354,g,0.031,g,0.013,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.046,g,0.032,g,0.02,g,0,g,0,mg,183,mg,7.04,g,0,mcg,2,mcg,6,mg,15.2,mg,0.013,mg,0,mcg,63,kcal,0.426,g,0.044,g,1,g,0,g,11,mcg_DFE,11,mcg,11,mcg,0,mcg,0.08,mg,0,mcg,0,mcg,17,mg,0.114,mg,144,mg,234,mg,5.25,g,14,mcg,0.214,mg,3.3,mcg,70,mg,7.04,g,0,mg,0.044,mg,1.55,g,14,mcg_RAE,0.56,mcg,0,mcg,0.049,mg,0.8,mg,0,mcg,0.03,mg,0,mg,0.2,mcg,85.07,g,0.89,mg
62,"Yogurt, plain, skim milk",100,g,0.005,g,0.006,g,0.019,g,0.049,g,0.004,g,0.018,g,0.041,g,0.004,g,0.001,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.005,g,0.004,g,0.002,g,0,g,0,mg,199,mg,7.68,g,0,mcg,0,mcg,2,mg,15.2,mg,0.015,mg,0,mcg,56,kcal,0.049,g,0.005,g,0.116,g,0,g,12,mcg_DFE,12,mcg,12,mcg,0,mcg,0.09,mg,0,mcg,0,mcg,19,mg,0.124,mg,157,mg,255,mg,5.73,g,2,mcg,0.234,mg,3.6,mcg,77,mg,7.68,g,0,mg,0.048,mg,0.18,g,2,mcg_RAE,0.61,mcg,0,mcg,0.053,mg,0.9,mg,0,mcg,0,mg,0,mg,0.2,mcg,85.23,g,0.97,mg
