ingredient_id,ingredient_name,serving_size,serving_size_unit,10:0,10:0_unit,12:0,12:0_unit,14:0,14:0_unit,16:0,16:0_unit,16:1,16:1_unit,18:0,18:0_unit,18:1,18:1_unit,18:2,18:2_unit,18:3,18:3_unit,18:4,18:4_unit,20:1,20:1_unit,20:4,20:4_unit,20:5_n-3,20:5_n-3_unit,22:1,22:1_unit,22:5_n-3,22:5_n-3_unit,22:6_n-3,22:6_n-3_unit,4:0,4:0_unit,6:0,6:0_unit,8:0,8:0_unit,alcohol,alcohol_unit,caffeine,caffeine_unit,calcium,calcium_unit,carbohydrate,carbohydrate_unit,carotene_alpha,carotene_alpha_unit,carotene_beta,carotene_beta_unit,cholesterol,cholesterol_unit,choline_total,choline_total_unit,copper,copper_unit,cryptoxanthin_beta,cryptoxanthin_beta_unit,energy,energy_unit,fatty_acids_total_monounsaturated,fatty_acids_total_monounsaturated_unit,fatty_acids_total_polyunsaturated,fatty_acids_total_polyunsaturated_unit,fatty_acids_total_saturated,fatty_acids_total_saturated_unit,fiber_total_dietary,fiber_total_dietary_unit,folate_dfe,folate_dfe_unit,folate_food,folate_food_unit,folate_total,folate_total_unit,folic_acid,folic_acid_unit,iron,iron_unit,lutein+zeaxanthin,lutein+zeaxanthin_unit,lycopene,lycopene_unit,magnesium,magnesium_unit,niacin,niacin_unit,phosphorus,phosphorus_unit,potassium,potassium_unit,protein,protein_unit,retinol,retinol_unit,riboflavin,riboflavin_unit,selenium,selenium_unit,sodium,sodium_unit,sugars_total,sugars_total_unit,theobromine,theobromine_unit,thiamin,thiamin_unit,total_fat,total_fat_unit,vitamin_a_rae,vitamin_a_rae_unit,vitamin_b-12,vitamin_b-12_unit,vitamin_b-12_added,vitamin_b-12_added_unit,vitamin_b-6,vitamin_b-6_unit,vitamin_c,vitamin_c_unit,vitamin_d_(d2+d3),vitamin_d_(d2+d3)_unit,vitamin_e_(alpha-tocopherol),vitamin_e_(alpha-tocopherol)_unit,vitamin_e_added,vitamin_e_added_unit,vitamin_k_(phylloquinone),vitamin_k_(phylloquinone)_unit,water,water_unit,zinc,zinc_unit
1984,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",100,g,0.006,g,0.005,g,0.152,g,1.36,g,0.2,g,0.723,g,2.42,g,0.3,g,0.009,g,0,g,0.01,g,0.046,g,0.002,g,0,g,0.008,g,0,g,0,g,0,g,0,g,0,g,0,mg,15,mg,0,g,0,mcg,0,mcg,60,mg,58.3,mg,0.044,mg,0,mcg,143,kcal,2.711,g,0.381,g,2.345,g,0,g,4,mcg_DFE,4,mcg,4,mcg,0,mcg,1.84,mg,0,mcg,0,mcg,12,mg,6.742,mg,207,mg,284,mg,23.07,g,2,mcg,0.211,mg,21.5,mcg,46,mg,0,g,0,mg,0.056,mg,5.67,g,2,mcg_RAE,1.78,mcg,0,mcg,0.578,mg,0,mg,0.1,mcg,0.22,mg,0,mg,1.5,mcg,70.63,g,3.72,mg
1985,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",100,g,0.005,g,0.003,g,0.08,g,0.794,g,0.11,g,0.445,g,1.429,g,0.193,g,0.005,g,0,g,0.006,g,0.044,g,0.002,g,0,g,0.011,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,16,mg,0,g,0,mcg,0,mcg,77,mg,80.1,mg,0.059,mg,0,mcg,162,kcal,1.594,g,0.275,g,1.383,g,0,g,5,mcg_DFE,5,mcg,5,mcg,0,mcg,2.89,mg,0,mcg,0,mcg,15,mg,7.978,mg,272,mg,387,mg,30.09,g,2,mcg,0.291,mg,27.4,mcg,67,mg,0,g,0,mg,0.079,mg,3.77,g,2,mcg_RAE,2.03,mcg,0,mcg,0.784,mg,0,mg,0,mcg,0.28,mg,0,mg,1.9,mcg,64.96,g,4.57,mg
1986,"Beef, ground, 95% lean meat / 5% fat, raw",100,g,0,g,0.005,g,0.125,g,1.156,g,0.154,g,0.813,g,1.909,g,0.185,g,0.036,g,0,g,0.014,g,0.035,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,9,mg,0,g,0,mcg,0,mcg,62,mg,70.9,mg,0.078,mg,0,mcg,137,kcal,1.994,g,0.257,g,2.182,g,0,g,5,mcg_DFE,5,mcg,5,mcg,0,mcg,2.38,mg,0,mcg,0,mcg,22,mg,5.494,mg,198,mg,346,mg,21.41,g,4,mcg,0.151,mg,17.4,mcg,66,mg,0,g,0,mg,0.041,mg,5,g,4,mcg_RAE,2.24,mcg,0,mcg,0.392,mg,0,mg,0.1,mcg,0.17,mg,0,mg,0.3,mcg,73.24,g,5.09,mg
1987,"Beef, ground, 90% lean meat / 10% fat, raw",100,g,0,g,0.008,g,0.276,g,2.167,g,0.344,g,1.311,g,3.83,g,0.263,g,0.046,g,0,g,0.032,g,0.035,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,12,mg,0,g,0,mcg,0,mcg,65,mg,66.1,mg,0.072,mg,0,mcg,176,kcal,4.194,g,0.345,g,3.927,g,0,g,6,mcg_DFE,6,mcg,6,mcg,0,mcg,2.24,mg,0,mcg,0,mcg,20,mg,5.072,mg,184,mg,321,mg,20,g,4,mcg,0.151,mg,16.6,mcg,66,mg,0,g,0,mg,0.042,mg,10,g,4,mcg_RAE,2.21,mcg,0,mcg,0.369,mg,0,mg,0.1,mcg,0.17,mg,0,mg,0.8,mcg,69.45,g,4.79,mg
1988,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",100,g,0,g,0.009,g,0.315,g,2.517,g,0.396,g,1.595,g,4.407,g,0.314,g,0.057,g,0,g,0.034,g,0.048,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,13,mg,0,g,0,mcg,0,mcg,88,mg,83.9,mg,0.09,mg,0,mcg,217,kcal,4.943,g,0.421,g,4.628,g,0,g,8,mcg_DFE,8,mcg,8,mcg,0,mcg,2.71,mg,0,mcg,0,mcg,22,mg,5.659,mg,202,mg,333,mg,26.11,g,3,mcg,0.176,mg,21.5,mcg,68,mg,0,g,0,mg,0.044,mg,11.75,g,3,mcg_RAE,2.56,mcg,0,mcg,0.397,mg,0,mg,0,mcg,0.12,mg,0,mg,1.1,mcg,61.24,g,6.37,mg
1989,"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",100,g,0,g,0.011,g,0.431,g,3.2,g,0.534,g,1.824,g,5.751,g,0.331,g,0.054,g,0,g,0.049,g,0.034,g,0.002,g,0,g,0.012,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,15,mg,0,g,0,mcg,0,mcg,68,mg,61.2,mg,0.067,mg,0,mcg,215,kcal,6.469,g,0.433,g,5.715,g,0,g,6,mcg_DFE,6,mcg,6,mcg,0,mcg,2.09,mg,0,mcg,0,mcg,18,mg,4.649,mg,171,mg,295,mg,18.59,g,4,mcg,0.151,mg,15.8,mcg,66,mg,0,g,0,mg,0.042,mg,15,g,4,mcg_RAE,2.17,mcg,0,mcg,0.346,mg,0,mg,0.1,mcg,0.17,mg,0,mg,1.3,mcg,65.66,g,4.48,mg
1990,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled",100,g,0,g,0.011,g,0.428,g,3.278,g,0.544,g,1.93,g,5.799,g,0.361,g,0.056,g,0,g,0.045,g,0.047,g,0.003,g,0,g,0.016,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,18,mg,0,g,0,mcg,0,mcg,88,mg,82.4,mg,0.085,mg,0,mcg,250,kcal,6.668,g,0.484,g,5.895,g,0,g,9,mcg_DFE,9,mcg,9,mcg,0,mcg,2.6,mg,0,mcg,0,mcg,21,mg,5.378,mg,198,mg,318,mg,25.93,g,3,mcg,0.176,mg,21.5,mcg,72,mg,0,g,0,mg,0.046,mg,15.41,g,3,mcg_RAE,2.64,mcg,0,mcg,0.382,mg,0,mg,0,mcg,0.12,mg,0,mg,1.2,mcg,57.98,g,6.31,mg
1991,"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",100,g,0,g,0.007,g,0.415,g,3.175,g,0.568,g,1.973,g,6.132,g,0.4,g,0.009,g,0,g,0.057,g,0.046,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,22,mg,0,g,0,mcg,0,mcg,89,mg,91.4,mg,0.093,mg,0,mcg,256,kcal,6.572,g,0.477,g,5.806,g,0,g,10,mcg_DFE,10,mcg,10,mcg,0,mcg,2.93,mg,0,mcg,0,mcg,25,mg,6.318,mg,238,mg,407,mg,27.73,g,3,mcg,0.191,mg,21.6,mcg,89,mg,0,g,0,mg,0.044,mg,15.3,g,3,mcg_RAE,2.8,mcg,0,mcg,0.428,mg,0,mg,0,mcg,0.12,mg,0,mg,1.7,mcg,55.9,g,6.62,mg
1992,"Beef, ground, 80% lean meat / 20% fat, raw",100,g,0,g,0.014,g,0.592,g,4.279,g,0.724,g,2.362,g,7.672,g,0.42,g,0.065,g,0,g,0.066,g,0.035,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,18,mg,0,g,0,mcg,0,mcg,71,mg,56.4,mg,0.061,mg,0,mcg,254,kcal,8.848,g,0.521,g,7.581,g,0,g,7,mcg_DFE,7,mcg,7,mcg,0,mcg,1.94,mg,0,mcg,0,mcg,17,mg,4.227,mg,158,mg,270,mg,17.17,g,4,mcg,0.151,mg,15,mcg,66,mg,0,g,0,mg,0.043,mg,20,g,4,mcg_RAE,2.14,mcg,0,mcg,0.323,mg,0,mg,0.1,mcg,0.17,mg,0,mg,1.8,mcg,61.87,g,4.18,mg
1993,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",100,g,0,g,0.012,g,0.507,g,3.787,g,0.646,g,2.104,g,6.772,g,0.398,g,0.057,g,0,g,0.056,g,0.048,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,24,mg,0,g,0,mcg,0,mcg,88,mg,80.8,mg,0.08,mg,0,mcg,270,kcal,7.895,g,0.517,g,6.764,g,0,g,10,mcg_DFE,10,mcg,10,mcg,0,mcg,2.48,mg,0,mcg,0,mcg,20,mg,5.098,mg,194,mg,304,mg,25.75,g,3,mcg,0.176,mg,21.5,mcg,75,mg,0,g,0,mg,0.047,mg,17.78,g,3,mcg_RAE,2.73,mcg,0,mcg,0.366,mg,0,mg,0,mcg,0.12,mg,0,mg,1.6,mcg,55.99,g,6.25,mg
1994,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",100,g,0,g,0.008,g,0.443,g,3.344,g,0.603,g,2.501,g,6.414,g,0.424,g,0.009,g,0,g,0.057,g,0.046,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,28,mg,0,g,0,mcg,0,mcg,89,mg,84.8,mg,0.087,mg,0,mcg,272,kcal,7.64,g,0.501,g,6.546,g,0,g,11,mcg_DFE,11,mcg,11,mcg,0,mcg,2.78,mg,0,mcg,0,mcg,23,mg,5.831,mg,226,mg,380,mg,27,g,3,mcg,0.191,mg,21.6,mcg,91,mg,0,g,0,mg,0.045,mg,17.36,g,3,mcg_RAE,2.8,mcg,0,mcg,0.428,mg,0,mg,0,mcg,0.12,mg,0,mg,1.6,mcg,54.54,g,6.4,mg
1995,"Beef, ground, 75% lean meat / 25% fat, raw",100,g,0,g,0.017,g,0.759,g,5.405,g,0.914,g,2.924,g,9.593,g,0.498,g,0.074,g,0,g,0.084,g,0.035,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,21,mg,0,g,0,mcg,0,mcg,75,mg,51.6,mg,0.056,mg,0,mcg,293,kcal,11.383,g,0.609,g,9.568,g,0,g,8,mcg_DFE,8,mcg,8,mcg,0,mcg,1.79,mg,0,mcg,0,mcg,15,mg,3.804,mg,145,mg,244,mg,15.76,g,4,mcg,0.151,mg,14.3,mcg,66,mg,0,g,0,mg,0.044,mg,25,g,4,mcg_RAE,2.11,mcg,0,mcg,0.301,mg,0,mg,0.1,mcg,0.17,mg,0,mg,2.4,mcg,58.09,g,3.87,mg
1996,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",100,g,0,g,0.014,g,0.554,g,4.077,g,0.703,g,2.136,g,7.325,g,0.409,g,0.057,g,0,g,0.065,g,0.048,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,30,mg,0,g,0,mcg,0,mcg,88,mg,79.3,mg,0.075,mg,0,mcg,279,kcal,8.624,g,0.52,g,7.248,g,0,g,11,mcg_DFE,11,mcg,11,mcg,0,mcg,2.37,mg,0,mcg,0,mcg,20,mg,4.818,mg,189,mg,289,mg,25.56,g,3,mcg,0.176,mg,21.5,mcg,78,mg,0,g,0,mg,0.049,mg,18.87,g,3,mcg_RAE,2.81,mcg,0,mcg,0.351,mg,0,mg,0,mcg,0.12,mg,0,mg,2.2,mcg,55.28,g,6.19,mg
1997,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",100,g,0,g,0.01,g,0.42,g,3.112,g,0.546,g,3.151,g,5.679,g,0.394,g,0.009,g,0,g,0.045,g,0.046,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,34,mg,0,g,0,mcg,0,mcg,89,mg,81.5,mg,0.08,mg,0,mcg,277,kcal,8.24,g,0.497,g,6.926,g,0,g,12,mcg_DFE,12,mcg,12,mcg,0,mcg,2.63,mg,0,mcg,0,mcg,22,mg,5.345,mg,214,mg,354,mg,26.28,g,3,mcg,0.191,mg,21.6,mcg,93,mg,0,g,0,mg,0.046,mg,18.21,g,3,mcg_RAE,2.8,mcg,0,mcg,0.428,mg,0,mg,0,mcg,0.12,mg,0,mg,2.2,mcg,54.5,g,6.17,mg
1998,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",100,g,0,g,0.008,g,0.407,g,3.682,g,0.558,g,2.031,g,5.9,g,0.408,g,0.008,g,0,g,0.063,g,0.04,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,28,mg,0,g,0,mcg,0,mcg,88,mg,76.2,mg,0.079,mg,0,mcg,254,kcal,7.562,g,0.456,g,6.356,g,0,g,7,mcg_DFE,7,mcg,7,mcg,0,mcg,2.43,mg,0,mcg,0,mcg,18,mg,4.327,mg,172,mg,256,mg,24.56,g,3,mcg,0.171,mg,19.7,mcg,70,mg,0,g,0,mg,0.047,mg,16.5,g,3,mcg_RAE,2.49,mcg,0,mcg,0.32,mg,0,mg,0,mcg,0.12,mg,0,mg,2.1,mcg,57.5,g,6.04,mg
1999,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",100,g,0.002,g,0.006,g,0.134,g,1.1,g,0.149,g,0.647,g,1.829,g,0.142,g,0.013,g,0,g,0.002,g,0.022,g,0.003,g,0,g,0.015,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,21,mg,0,g,0,mcg,0,mcg,77,mg,111.7,mg,0.08,mg,0,mcg,170,kcal,1.98,g,0.196,g,1.889,g,0,g,10,mcg_DFE,10,mcg,10,mcg,0,mcg,1.81,mg,0,mcg,0,mcg,25,mg,8.574,mg,238,mg,386,mg,29.34,g,0,mcg,0.155,mg,36.6,mcg,62,mg,0,g,0,mg,0.084,mg,4.96,g,0,mcg_RAE,1.4,mcg,0,mcg,0.648,mg,0,mg,0.1,mcg,0.37,mg,0,mg,1.3,mcg,65.47,g,5.37,mg
2000,"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",100,g,0,g,0,g,0.113,g,1.005,g,0.184,g,0.491,g,1.766,g,0.147,g,0.014,g,0,g,0.001,g,0.028,g,0.003,g,0,g,0.015,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,6,mg,0,g,0,mcg,0,mcg,74,mg,108.3,mg,0.079,mg,0,mcg,164,kcal,1.951,g,0.207,g,1.608,g,0,g,10,mcg_DFE,10,mcg,10,mcg,0,mcg,2.35,mg,0,mcg,0,mcg,19,mg,4.893,mg,183,mg,238,mg,28.45,g,0,mcg,0.154,mg,35.6,mcg,38,mg,0,g,0,mg,0.068,mg,4.67,g,0,mcg_RAE,1.46,mcg,0,mcg,0.375,mg,0,mg,0.1,mcg,0.36,mg,0,mg,1.3,mcg,66.61,g,4.92,mg
2001,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",100,g,0.003,g,0.007,g,0.21,g,1.644,g,0.261,g,0.925,g,2.868,g,0.21,g,0.017,g,0,g,0.003,g,0.028,g,0.003,g,0,g,0.015,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,16,mg,0,g,0,mcg,0,mcg,104,mg,132,mg,0.12,mg,0,mcg,214,kcal,3.132,g,0.273,g,2.788,g,0,g,12,mcg_DFE,12,mcg,12,mcg,0,mcg,2.93,mg,0,mcg,0,mcg,23,mg,5.044,mg,213,mg,277,mg,34.66,g,0,mcg,0.217,mg,35.4,mcg,56,mg,0,g,0,mg,0.07,mg,7.36,g,0,mcg_RAE,2.53,mcg,0,mcg,0.332,mg,0,mg,0.1,mcg,0.45,mg,0,mg,1.6,mcg,57.84,g,8.32,mg
2002,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",100,g,0.003,g,0.008,g,0.192,g,1.573,g,0.213,g,0.925,g,2.615,g,0.203,g,0.019,g,0,g,0.003,g,0.032,g,0.003,g,0,g,0.015,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,19,mg,0,g,0,mcg,0,mcg,81,mg,111.6,mg,0.086,mg,0,mcg,189,kcal,2.831,g,0.272,g,2.7,g,0,g,10,mcg_DFE,10,mcg,10,mcg,0,mcg,1.85,mg,0,mcg,0,mcg,25,mg,8.384,mg,231,mg,372,mg,29.3,g,0,mcg,0.148,mg,33.9,mcg,61,mg,0,g,0,mg,0.08,mg,7.09,g,0,mcg_RAE,1.68,mcg,0,mcg,0.629,mg,0,mg,0.1,mcg,0.39,mg,0,mg,1.4,mcg,63.32,g,5.41,mg
2003,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",100,g,0.002,g,0.007,g,0.158,g,1.295,g,0.176,g,0.762,g,2.154,g,0.167,g,0.015,g,0,g,0.002,g,0.026,g,0.003,g,0,g,0.015,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,19,mg,0,g,0,mcg,0,mcg,79,mg,112.1,mg,0.087,mg,0,mcg,178,kcal,2.331,g,0.227,g,2.224,g,0,g,11,mcg_DFE,11,mcg,11,mcg,0,mcg,1.87,mg,0,mcg,0,mcg,25,mg,8.42,mg,233,mg,376,mg,29.42,g,0,mcg,0.149,mg,34.3,mcg,61,mg,0,g,0,mg,0.08,mg,5.84,g,0,mcg_RAE,1.68,mcg,0,mcg,0.631,mg,0,mg,0.1,mcg,0.38,mg,0,mg,1.4,mcg,64.29,g,5.46,mg
2004,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",100,g,0,g,0.004,g,0.133,g,1.121,g,0.184,g,0.616,g,1.931,g,0.176,g,0.017,g,0,g,0.004,g,0.026,g,0.002,g,0,g,0.011,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,15,mg,0,g,0,mcg,0,mcg,65,mg,91.7,mg,0.091,mg,0,mcg,139,kcal,2.119,g,0.232,g,1.875,g,0,g,13,mcg_DFE,13,mcg,13,mcg,0,mcg,2.02,mg,0,mcg,0,mcg,23,mg,5.221,mg,201,mg,332,mg,21.96,g,0,mcg,0.168,mg,24.5,mcg,74,mg,0,g,0,mg,0.077,mg,5.05,g,0,mcg_RAE,2.11,mcg,0,mcg,0.489,mg,0,mg,0.1,mcg,0.29,mg,0,mg,1.2,mcg,72.51,g,5.48,mg
2005,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",100,g,0.004,g,0.008,g,0.238,g,1.869,g,0.297,g,1.052,g,3.26,g,0.238,g,0.02,g,0,g,0.004,g,0.031,g,0.003,g,0,g,0.015,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,15,mg,0,g,0,mcg,0,mcg,106,mg,132.2,mg,0.129,mg,0,mcg,224,kcal,3.561,g,0.308,g,3.17,g,0,g,12,mcg_DFE,12,mcg,12,mcg,0,mcg,3.04,mg,0,mcg,0,mcg,23,mg,5.243,mg,213,mg,275,mg,34.72,g,0,mcg,0.231,mg,34.7,mcg,56,mg,0,g,0,mg,0.07,mg,8.37,g,0,mcg_RAE,2.69,mcg,0,mcg,0.344,mg,0,mg,0.1,mcg,0.46,mg,0,mg,1.7,mcg,56.39,g,8.2,mg
2006,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",100,g,0,g,0,g,0.08,g,0.734,g,0.139,g,0.344,g,1.284,g,0.113,g,0.008,g,0,g,0.002,g,0.024,g,0.002,g,0,g,0.011,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,20,mg,0,g,0,mcg,0,mcg,60,mg,95.6,mg,0.101,mg,0,mcg,128,kcal,1.425,g,0.159,g,1.158,g,0,g,14,mcg_DFE,14,mcg,14,mcg,0,mcg,2.12,mg,0,mcg,0,mcg,25,mg,6.958,mg,221,mg,351,mg,22.88,g,0,mcg,0.165,mg,28.6,mcg,57,mg,0,g,0,mg,0.096,mg,3.38,g,0,mcg_RAE,1.91,mcg,0,mcg,0.672,mg,0,mg,0,mcg,0.29,mg,0,mg,1.2,mcg,72.89,g,4.28,mg
2007,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",100,g,0,g,0,g,0.117,g,1.026,g,0.143,g,0.566,g,1.715,g,0.161,g,0.01,g,0,g,0.003,g,0.029,g,0.002,g,0,g,0.011,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,28,mg,0,g,0,mcg,0,mcg,61,mg,91.5,mg,0.073,mg,0,mcg,135,kcal,1.86,g,0.214,g,1.709,g,0,g,13,mcg_DFE,13,mcg,13,mcg,0,mcg,1.63,mg,0,mcg,0,mcg,23,mg,7.42,mg,205,mg,342,mg,21.91,g,0,mcg,0.107,mg,25.5,mcg,57,mg,0,g,0,mg,0.061,mg,4.62,g,0,mcg_RAE,1.19,mcg,0,mcg,0.601,mg,0,mg,0.1,mcg,0.33,mg,0,mg,1.3,mcg,72.51,g,4.14,mg
2008,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",100,g,0.003,g,0.01,g,0.245,g,2.007,g,0.272,g,1.18,g,3.337,g,0.259,g,0.024,g,0,g,0.003,g,0.041,g,0.003,g,0,g,0.015,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,16,mg,0,g,0,mcg,0,mcg,88,mg,107.8,mg,0.089,mg,0,mcg,202,kcal,3.612,g,0.342,g,3.445,g,0,g,9,mcg_DFE,9,mcg,9,mcg,0,mcg,1.92,mg,0,mcg,0,mcg,24,mg,8.347,mg,219,mg,352,mg,28.29,g,0,mcg,0.145,mg,32.5,mcg,58,mg,0,g,0,mg,0.075,mg,9.05,g,0,mcg_RAE,1.77,mcg,0,mcg,0.589,mg,0,mg,0.1,mcg,0.42,mg,0,mg,1.5,mcg,62.22,g,5.31,mg
2009,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",100,g,0.003,g,0.008,g,0.182,g,1.491,g,0.202,g,0.877,g,2.479,g,0.192,g,0.018,g,0,g,0.003,g,0.03,g,0.003,g,0,g,0.015,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,17,mg,0,g,0,mcg,0,mcg,81,mg,112.4,mg,0.094,mg,0,mcg,187,kcal,2.684,g,0.259,g,2.56,g,0,g,9,mcg_DFE,9,mcg,9,mcg,0,mcg,2.01,mg,0,mcg,0,mcg,25,mg,7.77,mg,231,mg,369,mg,29.51,g,0,mcg,0.135,mg,34.1,mcg,61,mg,0,g,0,mg,0.07,mg,6.72,g,0,mcg_RAE,1.64,mcg,0,mcg,0.548,mg,0,mg,0.1,mcg,0.39,mg,0,mg,1.4,mcg,63.27,g,5.58,mg
2010,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw",100,g,0,g,0.003,g,0.087,g,0.737,g,0.121,g,0.405,g,1.269,g,0.115,g,0.011,g,0,g,0.003,g,0.017,g,0.002,g,0,g,0.011,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,18,mg,0,g,0,mcg,0,mcg,66,mg,93,mg,0.094,mg,0,mcg,125,kcal,1.392,g,0.157,g,1.232,g,0,g,13,mcg_DFE,13,mcg,13,mcg,0,mcg,1.86,mg,0,mcg,0,mcg,23,mg,4.908,mg,204,mg,339,mg,22.26,g,0,mcg,0.146,mg,27.6,mcg,77,mg,0,g,0,mg,0.085,mg,3.32,g,0,mcg_RAE,1.77,mcg,0,mcg,0.556,mg,0,mg,0,mcg,0.28,mg,0,mg,1.1,mcg,74.12,g,5.68,mg
2011,"Snacks, popcorn, microwave, low fat",100,g,0,g,0,g,0.01,g,0.931,g,0.038,g,0.475,g,4.037,g,3.315,g,0.247,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,11,mg,72,g,70,mcg,108,mcg,0,mg,16.5,mg,0.545,mg,0,mcg,424,kcal,4.085,g,3.572,g,1.415,g,14.2,g,17,mcg_DFE,17,mcg,17,mcg,0,mcg,2.28,mg,1762,mcg,0,mcg,151,mg,2.07,mg,264,mg,241,mg,12.6,g,0,mcg,0.11,mg,8.6,mcg,629,mg,0.92,g,0,mg,0.35,mg,9.5,g,12,mcg_RAE,0,mcg,0,mcg,0.17,mg,0,mg,0,mcg,0.5,mg,0,mg,1.5,mcg,2.8,g,3.83,mg
2012,"Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C",100,g,0.229,g,2.91,g,1.016,g,0.539,g,0.001,g,0.182,g,0.751,g,0.225,g,0.013,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.013,g,0.204,g,0,g,0,mg,430,mg,74.64,g,0,mcg,0,mcg,0,mg,7.5,mg,0.114,mg,0,mcg,359,kcal,0.753,g,0.238,g,5.096,g,3.3,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0.56,mg,62,mcg,0,mcg,9,mg,0.1,mg,18,mg,100,mg,0.46,g,0,mcg,0.025,mg,1.2,mcg,8,mg,39.15,g,0,mg,0.015,mg,6.53,g,0,mcg_RAE,0,mcg,0,mcg,0.026,mg,260.8,mg,0,mcg,0.41,mg,0,mg,2.6,mcg,17.59,g,0.19,mg
2013,"Snacks, sweet potato chips, unsalted",100,g,0,g,0,g,0.001,g,1.394,g,0.024,g,0.804,g,8.842,g,11.079,g,1.144,g,0,g,0.187,g,0,g,0,g,0.066,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,59,mg,56.82,g,0,mcg,14205,mcg,0,mg,36.6,mg,0.412,mg,0,mcg,532,kcal,9.155,g,12.224,g,2.941,g,8.8,g,37,mcg_DFE,37,mcg,37,mcg,0,mcg,2.12,mg,0,mcg,0,mcg,65,mg,2.088,mg,145,mg,925,mg,2.94,g,0,mcg,0.161,mg,2.1,mcg,35,mg,8.82,g,0,mg,0.088,mg,32.35,g,1184,mcg_RAE,0,mcg,0,mcg,0.535,mg,0,mg,0,mcg,9.82,mg,0,mg,24.5,mcg,4.51,g,0.53,mg
