recipe_name,recipe_category,servings,serving_size,serving_size_unit,ingredient_name,ingredient_amount,ingredient_unit
Biscuit with gravy,Egg/breakfast sandwiches (single code),1,100.0,g,"Wheat flour, white, all-purpose, unenriched",2.0,g
Biscuit with gravy,Egg/breakfast sandwiches (single code),1,100.0,g,"Pork sausage, link/patty, cooked, pan-fried",12.0,g
Chicken cornbread,Poultry mixed dishes,1,1206.146,g,"Cornmeal, degermed, enriched, yellow",92.046,g
Chicken cornbread,Poultry mixed dishes,1,1206.146,g,"Tapioca, pearl, dry",11.3,g
Chicken cornbread,Poultry mixed dishes,1,1206.146,g,"Beverages, water, tap, drinking",533.25,g
Chicken cornbread,Poultry mixed dishes,1,1206.146,g,"Margarine, stick",42.3,g
Chicken cornbread,Poultry mixed dishes,1,1206.146,g,"Egg, whole, raw, fresh",150.0,g
Chicken cornbread,Poultry mixed dishes,1,1206.146,g,"Chicken, NS as to part, rotisserie, skin not eaten",371.25,g
Chicken cornbread,Poultry mixed dishes,1,1206.146,g,"Salt, table, iodized",6.0,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Cornbread, made from home recipe",340.2,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Margarine, stick",74.592,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Onions, raw",110.0,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Celery, raw",80.0,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Spices, sage, ground",4.2,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Beverages, water, tap, drinking",59.25,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Chicken, broilers or fryers, giblets, cooked, simmered",145.0,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Salt, table, iodized",6.0,g
Cornmeal dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,839.742,g,"Fat, chicken",20.5,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Margarine, stick",112.0,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Onions, raw",110.0,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Celery, raw",80.0,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Bread, white, commercially prepared (includes soft bread crumbs)",320.0,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Soup, stock, chicken, home-prepared",120.0,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Salt, table, iodized",6.0,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Mollusks, oyster, eastern, wild, raw",248.0,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Spices, sage, ground",4.2,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Parsley, fresh",7.5,g
Dressing with oysters,Turnovers and other grain-based items,1,1008.2330000000001,g,"Spices, pepper, black",0.533,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Margarine, stick",74.592,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Onions, raw",110.0,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Celery, raw",80.0,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Bread, white, commercially prepared (includes soft bread crumbs)",360.0,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Spices, sage, ground",4.2,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Beverages, water, tap, drinking",118.5,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Chicken, broilers or fryers, giblets, cooked, simmered",145.0,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Salt, table, iodized",6.0,g
Dressing with chicken or turkey and vegetables,Turnovers and other grain-based items,1,920.792,g,"Fat, chicken",22.5,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Bread, white, commercially prepared (includes soft bread crumbs)",360.0,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Onions, cooked, as ingredient",105.0,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Celery, raw",75.0,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Margarine, stick",56.0,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Beverages, water, tap, municipal",118.5,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Sausage, Italian, pork, mild, cooked, pan-fried",227.0,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Spices, thyme, dried",3.0,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Salt, table, iodized",6.0,g
Dressing with meat and vegetables,Turnovers and other grain-based items,1,974.3,g,"Fat, chicken",23.8,g
Lasagna with meat,"Pasta mixed dishes, excludes macaroni and cheese",1,100.0,g,"Lasagna with meat & sauce, frozen entree",100.0,g
"Lasagna with meat, canned","Pasta mixed dishes, excludes macaroni and cheese",1,100.0,g,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",100.0,g
"Lasagna with meat, from restaurant","Pasta mixed dishes, excludes macaroni and cheese",1,100.0,g,"Restaurant, Italian, lasagna with meat",100.0,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Pasta, cooked, enriched, without added salt",963.0,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Vegetable oil, NFS",14.0,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Onions, cooked, as ingredient",125.0,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Garlic, raw",8.438,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Tomatoes, red, ripe, canned, packed in tomato juice",720.0,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Cheese, parmesan, grated",125.0,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Cheese, mozzarella, low moisture, part-skim",907.2,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Cheese, ricotta, whole milk",430.5,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Spices, pepper, black",2.133,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Salt, table, iodized",6.0,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Egg, whole, raw, fresh",50.0,g
"Lasagna with meat, home recipe","Pasta mixed dishes, excludes macaroni and cheese",1,3691.4709999999995,g,"Ground beef, cooked",340.2,g
"Lasagna with meat, frozen","Pasta mixed dishes, excludes macaroni and cheese",1,100.0,g,"Lasagna with meat & sauce, frozen entree",100.0,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Pasta, cooked, enriched, without added salt",963.0,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Vegetable oil, NFS",14.0,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Onions, cooked, boiled, drained, without salt",125.0,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Garlic, raw",8.438,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Sauce, pasta, spaghetti/marinara, ready-to-serve",792.0,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Cheese, parmesan, grated",125.0,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Cheese, mozzarella, low moisture, part-skim",907.2,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Cheese, ricotta, whole milk",430.5,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Spices, pepper, black",2.133,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Salt, table, iodized",0.4,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Egg, whole, raw, fresh",50.0,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Ground beef, cooked",340.2,g
Lasagna with meat and spinach,"Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Spinach, cooked, as ingredient",90.0,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Pasta, cooked, enriched, without added salt",963.0,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Vegetable oil, NFS",14.0,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Onions, cooked, boiled, drained, without salt",125.0,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Garlic, raw",8.438,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Sauce, pasta, spaghetti/marinara, ready-to-serve",792.0,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Cheese, parmesan, grated",125.0,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Cheese, mozzarella, low moisture, part-skim",907.2,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Cheese, ricotta, whole milk",430.5,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Spices, pepper, black",2.133,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Salt, table, iodized",0.4,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Egg, whole, raw, fresh",50.0,g
Lasagna with chicken or turkey,"Pasta mixed dishes, excludes macaroni and cheese",1,3757.8709999999996,g,"Turkey, Ground, cooked",340.2,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Pasta, cooked, enriched, without added salt",963.0,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Vegetable oil, NFS",14.0,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Onions, cooked, boiled, drained, without salt",125.0,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Garlic, raw",8.438,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Sauce, pasta, spaghetti/marinara, ready-to-serve",792.0,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Cheese, parmesan, grated",125.0,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Cheese, mozzarella, low moisture, part-skim",907.2,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Cheese, ricotta, whole milk",430.5,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Spices, pepper, black",2.133,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Salt, table, iodized",0.4,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Egg, whole, raw, fresh",50.0,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Turkey, Ground, cooked",340.2,g
"Lasagna, with chicken or turkey, and spinach","Pasta mixed dishes, excludes macaroni and cheese",1,3847.8709999999996,g,"Spinach, cooked, as ingredient",90.0,g
"Lasagna, meatless","Pasta mixed dishes, excludes macaroni and cheese",1,100.0,g,"Lasagna, cheese, frozen, prepared",100.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Pasta, cooked, enriched, without added salt",963.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Vegetable oil, NFS",14.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Onions, cooked, boiled, drained, without salt",125.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Garlic, raw",8.438,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Sauce, pasta, spaghetti/marinara, ready-to-serve",792.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Cheese, parmesan, grated",125.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Cheese, mozzarella, low moisture, part-skim",907.2,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Cheese, ricotta, whole milk",430.5,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Spices, pepper, black",2.133,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Salt, table, iodized",0.4,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Egg, whole, raw, fresh",50.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Spinach, cooked, as ingredient",90.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Peppers, sweet, green, cooked, boiled, drained, without salt",68.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Summer squash, cooked, as ingredient",90.0,g
"Lasagna, meatless, with vegetables","Pasta mixed dishes, excludes macaroni and cheese",1,3743.671,g,"Mushrooms, white, cooked, boiled, drained, without salt",78.0,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Egg, whole, raw, fresh",75.0,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Beverages, water, tap, municipal",14.813,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Wheat flour, white, all-purpose, enriched, bleached",125.0,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Salt, table, iodized",2.25,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Cheese, ricotta, whole milk",81.918,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Onions, raw",6.667,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Cheese, parmesan, grated",6.25,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Ground beef, cooked",85.05,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Egg, yolk, raw, fresh",8.5,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Spices, parsley, dried",0.075,g
"Ravioli, NS as to filling, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,407.02299999999997,g,"Bread, white, commercially prepared (includes soft bread crumbs)",1.5,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Egg, whole, raw, fresh",75.0,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Beverages, water, tap, municipal",74.063,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Wheat flour, white, all-purpose, enriched, bleached",125.0,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Salt, table, iodized",3.75,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Cheese, ricotta, whole milk",81.918,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Ground beef, cooked",85.05,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Onions, raw",26.667,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Cheese, parmesan, grated",6.25,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Margarine, regular, 80% fat, composite, stick, with salt",14.1,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Tomato products, canned, sauce",226.8,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Spices, basil, dried",0.35,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Sugars, granulated",2.083,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Egg, yolk, raw, fresh",8.5,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Spices, parsley, dried",0.075,g
"Ravioli, NS as to filling, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,731.106,g,"Bread, white, commercially prepared (includes soft bread crumbs)",1.5,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Egg, whole, raw, fresh",75.0,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Beverages, water, tap, municipal",14.813,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Wheat flour, white, all-purpose, enriched, bleached",125.0,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Salt, table, iodized",2.25,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Cheese, ricotta, whole milk",81.992,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Onions, raw",6.667,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Cheese, parmesan, grated",6.25,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Ground beef, cooked",85.05,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Egg, yolk, raw, fresh",8.5,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Spices, parsley, dried",0.108,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Bread, white, commercially prepared (includes soft bread crumbs)",1.5,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Margarine, regular, 80% fat, composite, stick, with salt",28.0,g
"Ravioli, NS as to filling, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,679.13,g,"Milk, NFS",244.0,g
"Ravioli, meat-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,438.063,g,"Egg, whole, raw, fresh",100.0,g
"Ravioli, meat-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,438.063,g,"Beverages, water, tap, municipal",14.813,g
"Ravioli, meat-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,438.063,g,"Wheat flour, white, all-purpose, enriched, bleached",125.0,g
"Ravioli, meat-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,438.063,g,"Salt, table, iodized",9.0,g
"Ravioli, meat-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,438.063,g,"Ground beef, cooked",170.0,g
"Ravioli, meat-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,438.063,g,"Onions, raw",10.0,g
"Ravioli, meat-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,438.063,g,"Cheese, parmesan, grated",6.25,g
"Ravioli, meat-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,438.063,g,"Bread, white, commercially prepared (includes soft bread crumbs)",3.0,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Egg, whole, raw, fresh",100.0,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Beverages, water, tap, municipal",74.063,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Wheat flour, white, all-purpose, enriched, bleached",125.0,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Salt, table, iodized",10.5,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Ground beef, cooked",170.0,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Onions, raw",30.0,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Cheese, parmesan, grated",6.25,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Bread, white, commercially prepared (includes soft bread crumbs)",3.0,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Margarine, regular, 80% fat, composite, stick, with salt",14.1,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Tomato products, canned, puree, without salt added",226.8,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Spices, basil, dried",0.35,g
"Ravioli, meat-filled, with tomato sauce or meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,762.146,g,"Sugars, granulated",2.083,g
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned","Pasta mixed dishes, excludes macaroni and cheese",1,100.0,g,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",100.0,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Egg, whole, raw, fresh",100.0,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Beverages, water, tap, municipal",14.813,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Wheat flour, white, all-purpose, enriched, bleached",125.0,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Salt, table, iodized",9.0,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Ground beef, cooked",184.5,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Onions, raw",10.0,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Cheese, parmesan, grated",6.25,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Bread, white, commercially prepared (includes soft bread crumbs)",3.0,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Margarine, regular, 80% fat, composite, stick, with salt",28.0,g
"Ravioli, meat-filled, with cream sauce","Pasta mixed dishes, excludes macaroni and cheese",1,724.563,g,"Milk, NFS",244.0,g
"Ravioli, cheese-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,387.978,g,"Egg, whole, raw, fresh",50.0,g
"Ravioli, cheese-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,387.978,g,"Beverages, water, tap, municipal",14.813,g
"Ravioli, cheese-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,387.978,g,"Wheat flour, white, all-purpose, enriched, bleached",125.0,g
"Ravioli, cheese-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,387.978,g,"Cheese, ricotta, whole milk",164.082,g
"Ravioli, cheese-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,387.978,g,"Cheese, parmesan, grated",6.25,g
"Ravioli, cheese-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,387.978,g,"Onions, raw",3.333,g
"Ravioli, cheese-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,387.978,g,"Salt, table, iodized",7.5,g
"Ravioli, cheese-filled, no sauce","Pasta mixed dishes, excludes macaroni and cheese",1,387.978,g,"Egg, yolk, raw, fresh",17.0,g
"Ravioli, cheese-filled, with tomato sauce","Pasta mixed dishes, excludes macaroni and cheese",1,100.0,g,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",100.0,g
"Ravioli, cheese-filled, with tomato sauce, canned","Pasta mixed dishes, excludes macaroni and cheese",1,100.0,g,"Ravioli, cheese-filled, canned",100.0,g
"Ravioli, cheese-filled, with meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,773.5609999999999,g,"Egg, whole, raw, fresh",50.0,g
"Ravioli, cheese-filled, with meat sauce","Pasta mixed dishes, excludes macaroni and cheese",1,773.5609999999999,g,"Beverages, water, tap, municipal",74.063,g
